                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        2                        1                        0                       39 -0.9998038456406656E+000  0.7409841337711548E-001 -0.5069147048966216E-003  0.1079493098090013E+001 -0.7384920949268790E-002  0.9999901009503529E+000  0.1012486993846825E+001 -0.4675569700180464E-017  0.1843990221775982E+003  0.2479796198367521E+001  0.2745287432502947E-002  0.1605233480053819E+002 -0.1427854143113095E+001
                        4                        1                        0                       36 -0.9999975466614862E+000  0.7968508067226367E-001 -0.1807482082896317E-002  0.1160881733980835E+001 -0.2633206764465665E-001  0.9999901009503529E+000  0.2397605240095085E+001 -0.2337434922150329E-016  0.3770151901024932E+003  0.1710551669186392E+002  0.3174856040872582E-002  0.3706628888405287E+002 -0.3201773441600416E+001
                        5                        1                        0                       38 -0.9999983584691411E+000  0.7592107282405190E-001 -0.1843805745156246E-002  0.1106046275188730E+001 -0.2686124419405704E-001  0.9999901009503529E+000  0.2166886340988962E+001 -0.1460965476235155E-015  0.3752741368208551E+003  0.1824735421536630E+002  0.2882004649377506E-002  0.3404977543120044E+002 -0.2854688078052185E+001
                        6                        1                        0                       36 -0.9998456789633305E+000  0.8052229903186572E-001 -0.5267402506404153E-003  0.1173078640764588E+001 -0.7673746833938850E-002  0.9999901009503529E+000  0.1273383034628012E+001  0.8006833467339195E-016  0.1963586256072786E+003  0.2583929347273477E+001  0.3241920320688599E-002  0.1961927267545712E+002 -0.1804734509044305E+001
                        7                        1                        0                       34 -0.9999985756451630E+000  0.8405695407183861E-001 -0.2014055620838150E-002  0.1224572802999353E+001 -0.2934150736533376E-001  0.9999901009503529E+000  0.2865573680770129E+001 -0.6077150418776142E-017  0.4048858469670263E+003  0.1941562195858893E+002  0.3532785763917596E-002  0.4353621444813394E+002 -0.3808695352553968E+001
                        8                        1                        0                       33 -0.9999580269651122E+000  0.8854479742847214E-001 -0.9464647118204153E-003  0.1289953365254296E+001 -0.1378844805753201E-001  0.9999901009503529E+000  0.2162097657007422E+001  0.8289199073519880E-016  0.2756818500474395E+003  0.5888003312948371E+001  0.3920090575824582E-002  0.3230603078573223E+002 -0.2990487036068053E+001
                        9                        1                        0                       33 -0.9999904406610890E+000  0.8886054972718593E-001 -0.1510263196886555E-002  0.1294553361551556E+001 -0.2200207295993064E-001  0.9999901009503529E+000  0.2781980999180250E+001 -0.1773494472929959E-016  0.3520187536856493E+003  0.1196536822015011E+002  0.3948098648908840E-002  0.4152570313045171E+002 -0.3762169543154295E+001
                       10                        1                        0                       31 -0.9999972086913834E+000  0.9386383916289381E-001 -0.2106229337250422E-002  0.1367443132970891E+001 -0.3068432816482855E-001  0.9999901009503529E+000  0.3721111219990515E+001 -0.2078872146306955E-016  0.4217379892029909E+003  0.1893215168295930E+002  0.4405210151198796E-002  0.5461883865156395E+002 -0.4866375982013897E+001
                       11                        1                        0                       30 -0.9998748589460437E+000  0.9643364369387838E-001 -0.6160353461677395E-003  0.1404880996053328E+001 -0.8974630819462958E-002  0.9999901009503529E+000  0.2090160941364562E+001  0.6383632911097889E-017  0.2247178220935110E+003  0.2869774061005778E+001  0.4649723818038939E-002  0.3040978328177314E+002 -0.2854857749797614E+001
                       12                        1                        0                       29 -0.9999987398556727E+000  0.1000354400428510E+000 -0.2589898502884457E-002  0.1457353297715897E+001 -0.3773059949865103E-001  0.9999901009503529E+000  0.4720450897018139E+001 -0.3528212427793364E-016  0.4707775086273799E+003  0.2439493138731959E+002  0.5003544632283420E-002  0.6797458118684081E+002 -0.5942292442658784E+001
                       13                        1                        0                       27 -0.9999983304603403E+000  0.1065953165201399E+000 -0.2831238303909608E-002  0.1552920005001743E+001 -0.4124652700137848E-001  0.9999901009503529E+000  0.5607351374436938E+001 -0.2209470047468690E-015  0.4924681187315235E+003  0.2617799348140340E+002  0.5681280752014400E-002  0.7923899818282882E+002 -0.6787918723320798E+001
                       15                        1                        0                       27 -0.9999502117168775E+000  0.1085959762950699E+000 -0.1039505937517193E-002  0.1582066356728219E+001 -0.1514390705321039E-001  0.9999901009503529E+000  0.3498842237801352E+001  0.7449534973715093E-017  0.2966210728981123E+003  0.5667875544219886E+001  0.5896543033739674E-002  0.4912454824261215E+002 -0.4431815586835632E+001
                       17                        1                        0                       25 -0.9999980318745169E+000  0.1151282371489839E+000 -0.3131287185225203E-002  0.1677230749396599E+001 -0.4561775010465004E-001  0.9999901009503529E+000  0.6851076973687251E+001 -0.2435540410642732E-015  0.5157601670765148E+003  0.2808379441997257E+002  0.6627255494516343E-002  0.9463579051867853E+002 -0.7780993465447380E+001
                       18                        1                        0                       24 -0.9999194244763574E+000  0.1219143265613958E+000 -0.1176519421454789E-002  0.1776093010406669E+001 -0.1713997017406502E-001  0.9999901009503529E+000  0.4676217895936305E+001  0.6035825703027072E-017  0.3145195889755005E+003  0.6065567923627299E+001  0.7431551510459316E-002  0.6339764165696297E+002 -0.5343919299106055E+001
                       19                        1                        0                       23 -0.9999737398647062E+000  0.1243788731789886E+000 -0.2316083612901177E-002  0.1811997437267638E+001 -0.3374156288612736E-001  0.9999901009503529E+000  0.6823611616621790E+001 -0.5177273496774856E-016  0.4406340850253637E+003  0.1642301115483475E+002  0.7735052046637447E-002  0.9202563772765167E+002 -0.7367423359039049E+001
                       20                        1                        0                       22 -0.9999139512128049E+000  0.1330992439677267E+000 -0.2952805891433475E-002  0.1939039024937257E+001 -0.4301756858921358E-001  0.9999901009503529E+000  0.8738886090109864E+001 -0.8810404727056222E-016  0.4925850948120473E+003  0.2186637634902624E+002  0.8857704372390212E-002  0.1154479677738150E+003 -0.8462643571677621E+001
                       21                        1                        0                       21 -0.9994956841690531E+000  0.1400536400250721E+000 -0.8049144712264497E-003  0.2040353239414181E+001 -0.1172629178737686E-001  0.9999901009503529E+000  0.5019107695369847E+001  0.3246398767173626E-016  0.2558482818344376E+003  0.2943291470926233E+001  0.9807511042136233E-002  0.6509154728099604E+002 -0.4794841415748573E+001
