                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        1                        1                        0                      170 -0.9999997822075597E+000  0.1870297887806255E-001 -0.1373084520794865E-003  0.1047951715630713E+001 -0.7693567365146988E-002  0.9999695354563710E+000  0.6959495525486576E-002  0.5465222350013250E-019  0.1988048918286974E+002  0.3114721834689114E+000  0.1749007094566271E-003  0.1490174492202681E+001 -0.4853242201641588E+000
                        2                        1                        0                      157 -0.9999997823045287E+000  0.2025233612988375E-001 -0.1501003325538466E-003  0.1134764174798668E+001 -0.8410312712326538E-002  0.9999695354563710E+000  0.1475819220588416E-001  0.9741309733882761E-019  0.3600548213376709E+002  0.6242475876406826E+000  0.2050785593588971E-003  0.3104733674801666E+001 -0.9992473568579955E+000
                        3                        1                        0                      151 -0.9999997885807765E+000  0.2114719170847512E-001 -0.1585470392257020E-003  0.1184904072027899E+001 -0.8883592439898854E-002  0.9999695354563710E+000  0.2155302358580715E-001 -0.2214133378882439E-018  0.4818727093733030E+002  0.7435132220210634E+000  0.2236018585774997E-003  0.4478558096466966E+001 -0.1445312364616136E+001
                        4                        1                        0                      145 -0.9999998122575161E+000  0.2208637429351898E-001 -0.1778488653537347E-003  0.1237527667857418E+001 -0.9965098329284376E-002  0.9999695354563710E+000  0.3201628012268565E-001  0.1572152221824289E-017  0.6559644483165869E+002  0.1145126441667168E+001  0.2439039647167077E-003  0.6579748604197893E+001 -0.2105531150219970E+001
                        5                        1                        0                      132 -0.9999999702863468E+000  0.2426029030525235E-001 -0.2539825091506806E-003  0.1359334949413257E+001 -0.1423096331017302E-001  0.9999695354563710E+000  0.7463327037147097E-001 -0.3479012727561504E-018  0.1267652637764802E+003  0.2666632718228212E+001  0.2942808428475600E-003  0.1497210292884405E+002 -0.4741028961322678E+001
                        6                        1                        0                      120 -0.9999996209177469E+000  0.2669842567299898E-001 -0.2098377130134849E-003  0.1495946777840595E+001 -0.1175747418580662E-001  0.9999695354563710E+000  0.1140670140237430E+000  0.9422983571471155E-017  0.1599652730434788E+003  0.2439605743715004E+001  0.3564029667083256E-003  0.2228485582838339E+002 -0.6975146080440436E+001
                        7                        1                        0                      111 -0.9999999011011576E+000  0.2895137245597737E-001 -0.2521471293803634E-003  0.1622182254116312E+001 -0.1412812464518400E-001  0.9999695354563710E+000  0.1902510499612136E+000 -0.6095962911240902E-018  0.2269180794868138E+003  0.3958806533001849E+001  0.4190909835423627E-003  0.3635392869339660E+002 -0.1115833461341169E+002
                        8                        1                        0                      102 -0.9999996558625702E+000  0.3154433690529993E-001 -0.2660225774896299E-003  0.1767469353083432E+001 -0.1490558366634059E-001  0.9999695354563710E+000  0.2857850717636073E+000  0.1407741404727025E-017  0.2872355933085802E+003  0.4874054643043318E+001  0.4975225953975337E-003  0.5328514171373975E+002 -0.1599884797829885E+002
                        9                        1                        0                       92 -0.9999993571335791E+000  0.3508782492008568E-001 -0.2694575872895894E-003  0.1966015497450155E+001 -0.1509805163823666E-001  0.9999695354563710E+000  0.4333325015741427E+000  0.3138956763209435E-019  0.3519490476731581E+003  0.5408549541689108E+001  0.6155777288112960E-003  0.7817814418239486E+002 -0.2269734169376052E+002
                       10                        1                        0                       80 -0.9999995042388660E+000  0.4036897122603186E-001 -0.2806068659047420E-003  0.2261924847928255E+001 -0.1572275991219502E-001  0.9999695354563710E+000  0.7018406159450411E+000 -0.1338405389976812E-016  0.4306112548326566E+003  0.5984584263433918E+001  0.8148269189240951E-003  0.1208034624177295E+003 -0.3295404528212867E+002
                       11                        1                        0                       71 -0.9999986761596841E+000  0.4563554841527708E-001 -0.2716813995689347E-003  0.2557017872250958E+001 -0.1522265467118528E-001  0.9999695354563710E+000  0.9779009997019774E+000  0.8549699401050437E-018  0.4696195904643388E+003  0.5600692019167140E+001  0.1041301639581548E-002  0.1607203204672944E+003 -0.4056926939350809E+002
                       12                        1                        0                       57 -0.9999994137096803E+000  0.5677814663021118E-001 -0.2425858560390129E-003  0.3181351834880847E+001 -0.1359239432826454E-001  0.9999695354563710E+000  0.1601292581961607E+001  0.7608789077524729E-018  0.4966657814449336E+003  0.4239145073875013E+001  0.1611878967380876E-002  0.2370884839783417E+003 -0.4756767546719678E+002
                       13                        1                        0                       50 -0.9999981080980137E+000  0.6518204395887273E-001 -0.1923032830306912E-003  0.3652232900457260E+001 -0.1077499775235310E-001  0.9999695354563710E+000  0.1995393222742588E+001  0.2765679512242102E-018  0.4697642743815716E+003  0.2773195355481607E+001  0.2124349427328216E-002  0.2700774544737873E+003 -0.4237424712270982E+002
                       14                        1                        0                       31 -0.2447464477287363E+000  0.1031244822377951E+000 -0.2814648697467939E-004  0.5778196018356484E+001 -0.1577083495971329E-002  0.9999695354563710E+000  0.3218815708433671E+001 -0.3751559324494588E-017  0.3027228578910969E+003  0.1633981354215261E+000  0.5317329418406672E-002  0.2520842466400184E+003 -0.3070717353502638E+001
                       15                        1                        0                       24 -0.1053577203196386E-001  0.1334889303165304E+000 -0.6828481973332648E-006  0.7479554698476360E+001 -0.3826085376966770E-004  0.9999695354563710E+000  0.3637723891542174E+001 -0.2614969363494736E-016  0.2041669744351148E+003  0.1912302064767538E-002  0.8909647258525787E-002  0.1799323045398748E+003 -0.3881086280503707E+001
                       16                        1                        0                        9 -0.7578536351644781E-001  0.3298103583608843E+000 -0.2556984196413500E-007  0.1847969423108671E+002 -0.1432710795933770E-005  0.9999695354563710E+000  0.2078526550748465E+001  0.5570419739416468E-018  0.1911106023035761E+002  0.8160552259596333E-005  0.5438743624106775E-001  0.1852953425361075E+002 -0.6074747356095056E+001
                       17                        1                        0                        4 -0.2251960659038848E+000  0.7109734165951224E+000 -0.2173091511650614E-008  0.3983674560861559E+002 -0.1217610837666041E-006  0.9999695354563710E+000  0.1228818607771240E+001  0.5695999758100430E-021  0.2430838799171152E+001  0.1997811319685966E-006  0.2527415995524707E+000 -0.9431094022093277E+000  0.1721954307466475E+000
                       19                        2                        0                      299 -0.9999998048836669E+000  0.1825577934038080E-001 -0.9835432009010304E-004  0.1022894556244594E+001 -0.5510917760753680E-002  0.9999695354563710E+000  0.4913459256254237E-005 -0.1203961354035857E-022  0.1474263407152242E-001  0.1601450707051610E-003  0.1666367396623373E-003  0.1350216752528050E-002 -0.4284011769384538E-003
                       20                        2                        0                      293 -0.9999998576810752E+000  0.1861322127879671E-001 -0.1028731281150518E-003  0.1042922483081461E+001 -0.5764112326882677E-002  0.9999695354563710E+000  0.7636574613101669E-005 -0.9548116687323392E-023  0.2204154644250710E-001  0.2431165715329033E-003  0.1732260031867256E-003  0.2090406896543373E-002 -0.6643122458340393E-003
                       21                        2                        0                      290 -0.9999998460699057E+000  0.1883076631607750E-001 -0.1033971476835484E-003  0.1055111808457472E+001 -0.5793473810388078E-002  0.9999695354563710E+000  0.9668167843371598E-005  0.2304029298452541E-021  0.2726567917657414E-001  0.2996475366153703E-003  0.1772988800253592E-003  0.2640534447104944E-002 -0.8397181256315403E-003
