                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                       11                        1                        0                       80 -0.9999998251450765E+000  0.2754743998750769E-001 -0.4544738569703303E-003  0.1149158499786441E+001 -0.1895865807875504E-001  0.9999640991364236E+000  0.7363077588855091E-001  0.3756829938328650E-018  0.9696636731239059E+002  0.3198711037273661E+001  0.3794307249326683E-003  0.7790304096874446E+001 -0.1576615583628010E+001
                       12                        1                        0                       79 -0.9999998256516486E+000  0.2788802014805640E-001 -0.4731535979161557E-003  0.1163366011864901E+001 -0.1973789502750376E-001  0.9999640991364236E+000  0.8110635225460251E-001 -0.2594111464589015E-017  0.1041990560388219E+003  0.3535491812475553E+001  0.3888708338892007E-003  0.8564198139779148E+001 -0.1729036259818266E+001
                       13                        1                        0                       78 -0.9999997221385243E+000  0.2821954202308259E-001 -0.4622165383688860E-003  0.1177195651959380E+001 -0.1928164882287948E-001  0.9999640991364236E+000  0.8513175046965570E-001 -0.9401459560948208E-018  0.1068327202623387E+003  0.3504653382720178E+001  0.3981712759962608E-003  0.8973554670366115E+001 -0.1808554189349676E+001
                       14                        1                        0                       77 -0.9999995163679467E+000  0.2862718374376429E-001 -0.4491996407012095E-003  0.1194200678502731E+001 -0.1873864088448506E-001  0.9999640991364236E+000  0.9021907087632353E-001 -0.1204811084358929E-017  0.1100165138725581E+003  0.3449766136534200E+001  0.4097578245496225E-003  0.9487613900030718E+001 -0.1909320563309332E+001
                       15                        1                        0                       76 -0.9999992131839803E+000  0.2906193775360228E-001 -0.4429633521666186E-003  0.1212336710959763E+001 -0.1847849025052793E-001  0.9999640991364236E+000  0.9682534167164182E-001  0.8591106338859788E-018  0.1145737219580030E+003  0.3498653489705963E+001  0.4222981129971269E-003  0.1015859813808534E+002 -0.2039021172957810E+001
                       16                        1                        0                       75 -0.9999977054234263E+000  0.2948268370729358E-001 -0.3957878149893752E-003  0.1229888388689322E+001 -0.1651053353462966E-001  0.9999640991364236E+000  0.9693240828087091E-001 -0.2859703698442864E-017  0.1114699030644706E+003  0.2980538864071486E+001  0.4346143192921573E-003  0.1014561144864434E+002 -0.2036108636196434E+001
                       17                        1                        0                       74 -0.9999968006924741E+000  0.2980519418803713E-001 -0.3805020021585257E-003  0.1243342112896897E+001 -0.1587287639666398E-001  0.9999640991364236E+000  0.1000078721181565E+000  0.1729781435265631E-019  0.1125173327779276E+003  0.2884879774760685E+001  0.4441748002933016E-003  0.1044785067676763E+002 -0.2091577722349691E+001
                       18                        1                        0                       73 -0.9999991444354523E+000  0.3021072138760687E-001 -0.4621979004969813E-003  0.1260258930884031E+001 -0.1928087133252369E-001  0.9999640991364236E+000  0.1214884526540247E+000  0.1315213624283870E-017  0.1330433019429088E+003  0.4065304547439217E+001  0.4563438433798046E-003  0.1266943271380042E+002 -0.2526583918012426E+001
                       19                        1                        0                       72 -0.9999996326885870E+000  0.3068118597991666E-001 -0.5109979290655874E-003  0.1279884652379260E+001 -0.2131659471171484E-001  0.9999640991364236E+000  0.1400154185449799E+000  0.4302053424246770E-017  0.1486262690209146E+003  0.4961227939578449E+001  0.4706675865671174E-003  0.1456534107260384E+002 -0.2891293388869624E+001
                       20                        1                        0                       71 -0.9999997830057272E+000  0.3115176393785812E-001 -0.5424146876672635E-003  0.1299515102991941E+001 -0.2262716423103231E-001  0.9999640991364236E+000  0.1566025695851658E+000 -0.6565671671008684E-017  0.1612515449868229E+003  0.5608526260034903E+001  0.4852161982200172E-003  0.1625302220450967E+002 -0.3216729960657974E+001
                       21                        1                        0                       70 -0.9999998054159218E+000  0.3160181379801669E-001 -0.5462460474654569E-003  0.1318289211307031E+001 -0.2278699177507382E-001  0.9999640991364236E+000  0.1682937825451605E+000 -0.8846430167475380E-017  0.1683766959316025E+003  0.5829468861988003E+001  0.4993373176622599E-003  0.1742478227737211E+002 -0.3437733102399185E+001
                       22                        1                        0                       69 -0.9999998068163013E+000  0.3207858970684284E-001 -0.5423394442314007E-003  0.1338178213274889E+001 -0.2262402540456009E-001  0.9999640991364236E+000  0.1794783284020622E+000  0.5263860993422725E-017  0.1742908102198801E+003  0.5889091686493849E+001  0.5145179587899823E-003  0.1853850842626877E+002 -0.3649230853869009E+001
                       23                        1                        0                       68 -0.9999998450003161E+000  0.3262664613305333E-001 -0.5560213691477761E-003  0.1361040726119203E+001 -0.2319477536601649E-001  0.9999640991364236E+000  0.1968735157555479E+000  0.2720277958657958E-017  0.1847995201807148E+003  0.6307112569812809E+001  0.5322490189457413E-003  0.2027825774953150E+002 -0.3975992727648057E+001
                       24                        1                        0                       67 -0.9999998839197958E+000  0.3322695388111446E-001 -0.5813270857482468E-003  0.1386082935176921E+001 -0.2425041898799390E-001  0.9999640991364236E+000  0.2194458888182789E+000 -0.3209579430359852E-018  0.1986086784070728E+003  0.6945171882559739E+001  0.5520152321088529E-003  0.2253654038897990E+002 -0.4401631840568888E+001
                       25                        1                        0                       65 -0.9999998915396419E+000  0.3386506066891500E-001 -0.5981431423828686E-003  0.1412701954559664E+001 -0.2495191119283504E-001  0.9999640991364236E+000  0.2424461148199950E+000  0.2178825582545126E-016  0.2112280218980492E+003  0.7468224223987581E+001  0.5734211670546464E-003  0.2482042583327246E+002 -0.4825669218721460E+001
                       26                        1                        0                       64 -0.9999998684699871E+000  0.3449558282516318E-001 -0.5999251137390262E-003  0.1439004576345386E+001 -0.2502624723027565E-001  0.9999640991364236E+000  0.2624454618132733E+000  0.3213859240337101E-017  0.2203761722835445E+003  0.7664680205967389E+001  0.5949726172238459E-003  0.2678421278484754E+002 -0.5188271537069922E+001
                       27                        1                        0                       63 -0.9999998286992551E+000  0.3508730428109217E-001 -0.5945235306375383E-003  0.1463688602915374E+001 -0.2480091684980500E-001  0.9999640991364236E+000  0.2798902532108992E+000  0.2399884287958139E-016  0.2271725864161429E+003  0.7702885885878493E+001  0.6155594608569764E-003  0.2848149491300127E+002 -0.5497162905329010E+001
                       28                        1                        0                       62 -0.9999997797647596E+000  0.3567671913593904E-001 -0.5860602191076986E-003  0.1488276408194370E+001 -0.2444786457397587E-001  0.9999640991364236E+000  0.2967359212794153E+000  0.1021751053677733E-016  0.2329727684913034E+003  0.7655689832146192E+001  0.6364141441523391E-003  0.3010980720028205E+002 -0.5791808717330267E+001
                       29                        1                        0                       61 -0.9999997603653461E+000  0.3631140149709382E-001 -0.5908935506267524E-003  0.1514752575501252E+001 -0.2464948998816772E-001  0.9999640991364236E+000  0.3197619564589143E+000  0.9951179383060572E-017  0.2423416350813612E+003  0.7889419929372973E+001  0.6592589393415737E-003  0.3234592628082276E+002 -0.6196080243371552E+001
                       30                        1                        0                       60 -0.9999997255486207E+000  0.3699391142742436E-001 -0.5922214189045998E-003  0.1543223899442194E+001 -0.2470488283479075E-001  0.9999640991364236E+000  0.3440895685350496E+000 -0.1884969497088451E-017  0.2512722540259050E+003  0.8045605591533839E+001  0.6842747413500607E-003  0.3469653294266408E+002 -0.6617207503461286E+001
                       31                        1                        0                       59 -0.9999996557435864E+000  0.3769579685101256E-001 -0.5878960841407500E-003  0.1572503484069962E+001 -0.2452444881948647E-001  0.9999640991364236E+000  0.3679250777965262E+000 -0.2869162117902106E-018  0.2587471997045104E+003  0.8077582240851818E+001  0.7104865501164054E-003  0.3697296810866505E+002 -0.7018863781144770E+001
                       32                        1                        0                       58 -0.9999995563898280E+000  0.3840539941484582E-001 -0.5818660118299682E-003  0.1602104993976837E+001 -0.2427290062286986E-001  0.9999640991364236E+000  0.3918559126151502E+000  0.4655290662214041E-017  0.2655375393128816E+003  0.8039986300541431E+001  0.7374873521069200E-003  0.3925186921974083E+002 -0.7419429419277772E+001
                       33                        1                        0                       57 -0.9999995714893775E+000  0.3911558782810361E-001 -0.6030679024728292E-003  0.1631730942954859E+001 -0.2515735060641952E-001  0.9999640991364236E+000  0.4276499640983344E+000 -0.9103495827185671E-017  0.2793120564089894E+003  0.8622939047281520E+001  0.7650146055690443E-003  0.4269175934931295E+002 -0.8023567360034061E+001
                       34                        1                        0                       56 -0.9999996936153119E+000  0.3984779496062076E-001 -0.6554804093518216E-003  0.1662275416427454E+001 -0.2734377075298932E-001  0.9999640991364236E+000  0.4791084305329869E+000  0.4005490915844764E-017  0.3015436234560208E+003  0.9914524661273184E+001  0.7939233816118384E-003  0.4767971802756759E+002 -0.8905975857739675E+001
                       35                        1                        0                       55 -0.9999997744687052E+000  0.4062777531536983E-001 -0.7090654194399636E-003  0.1694812779417728E+001 -0.2957910259623337E-001  0.9999640991364236E+000  0.5359808588960887E+000 -0.1044952384203082E-016  0.3244339811588450E+003  0.1133660250007651E+002  0.8253080635380861E-003  0.5314969361781385E+002 -0.9855902433421617E+001
                       36                        1                        0                       54 -0.9999998167605499E+000  0.4144529236960338E-001 -0.7625528325263541E-003  0.1728916009047011E+001 -0.3181036312017635E-001  0.9999640991364236E+000  0.5973608518380925E+000  0.1417583085609783E-016  0.3474676499783035E+003  0.1278205150458730E+002  0.8588561298009520E-003  0.5903007738749879E+002 -0.1086929556081709E+002
                       37                        1                        0                       53 -0.9999998001475225E+000  0.4226696192590413E-001 -0.7905631275398068E-003  0.1763192462868744E+001 -0.3297882990368988E-001  0.9999640991364236E+000  0.6502542320983883E+000  0.5871550980387016E-017  0.3636218682695504E+003  0.1361431240697145E+002  0.8932480352229145E-003  0.6401813444104758E+002 -0.1170459740259012E+002
                       38                        1                        0                       52 -0.9999996857768464E+000  0.4311229276820977E-001 -0.7786408423584219E-003  0.1798455961872923E+001 -0.3248148440228287E-001  0.9999640991364236E+000  0.6867137463739630E+000  0.2017715928681281E-016  0.3691643152833528E+003  0.1333289083757051E+002  0.9293348938659163E-003  0.6735793549397340E+002 -0.1224284513167108E+002
                       39                        1                        0                       51 -0.9999994708950523E+000  0.4399821807672420E-001 -0.7628924268219846E-003  0.1835412884146533E+001 -0.3182452950628990E-001  0.9999640991364236E+000  0.7236491236465972E+000  0.1521497455933804E-016  0.3734958635123245E+003  0.1296309843220467E+002  0.9679215969634876E-003  0.7069275144361444E+002 -0.1276339806677469E+002
                       40                        1                        0                       50 -0.9999993157249499E+000  0.4492109318613802E-001 -0.7881282990803602E-003  0.1873911190221623E+001 -0.3287725952833145E-001  0.9999640991364236E+000  0.7852556808812353E+000  0.1800085806733736E-016  0.3888490812031318E+003  0.1364256009242772E+002  0.1008952306518847E-002  0.7641314022114064E+002 -0.1368815367499376E+002
                       41                        1                        0                       49 -0.9999992979607868E+000  0.4586592097146960E-001 -0.8530921682438293E-003  0.1913325265752437E+001 -0.3558726751680766E-001  0.9999640991364236E+000  0.8733474320660762E+000  0.9852307524733403E-016  0.4147480788224427E+003  0.1543758871643723E+002  0.1051841353280547E-002  0.8463999990350791E+002 -0.1501606810575069E+002
                       42                        1                        0                       48 -0.9999990989906413E+000  0.4677696530999287E-001 -0.8836745986627546E-003  0.1951330043901371E+001 -0.3686303251987047E-001  0.9999640991364236E+000  0.9431030404391969E+000  0.5668011619500490E-016  0.4306170073151736E+003  0.1627739041945194E+002  0.1094042241806140E-002  0.9105277319504457E+002 -0.1601685204352324E+002
                       43                        1                        0                       47 -0.9999973984070950E+000  0.4763662685756653E-001 -0.7719920570332154E-003  0.1987191357140708E+001 -0.3220412620953679E-001  0.9999640991364236E+000  0.9231071029383811E+000 -0.8712265521682227E-018  0.4065055324572912E+003  0.1316936929771927E+002  0.1134624109183515E-002  0.8876452886968913E+002 -0.1554693992721276E+002
                       44                        1                        0                       46 -0.9999961965315961E+000  0.4844762053245364E-001 -0.7260711150883006E-003  0.2021022459965224E+001 -0.3028850570984138E-001  0.9999640991364236E+000  0.9369674709757674E+000  0.1458945997770394E-016  0.3989561246816763E+003  0.1196892070720103E+002  0.1173585967628313E-002  0.8977507553482802E+002 -0.1562579664676170E+002
                       45                        1                        0                       45 -0.9999980627892140E+000  0.4945717673287357E-001 -0.8045233523359989E-003  0.2063136721372120E+001 -0.3356118931678775E-001  0.9999640991364236E+000  0.1048873737095197E+001  0.1110066811840389E-017  0.4285313236052165E+003  0.1394357760718536E+002  0.1223006165193345E-002  0.1000876077950029E+003 -0.1722581801482003E+002
                       46                        1                        0                       44 -0.9999987853670768E+000  0.5062325331977002E-001 -0.8367297199164143E-003  0.2111780327523606E+001 -0.3490469786310146E-001  0.9999640991364236E+000  0.1141588484937006E+001 -0.7582644011828673E-016  0.4451223846613854E+003  0.1471895701715240E+002  0.1281356888338806E-002  0.1083948356616278E+003 -0.1843276538207395E+002
                       47                        1                        0                       43 -0.9999990146688044E+000  0.5187152978088574E-001 -0.8372851636631081E-003  0.2163852952276576E+001 -0.3492786854258949E-001  0.9999640991364236E+000  0.1218521868358230E+001  0.1614134661318685E-016  0.4525930864767054E+003  0.1461429409126958E+002  0.1345327800904658E-002  0.1151015561218945E+003 -0.1933293643920964E+002
                       48                        1                        0                       41 -0.9999991972831767E+000  0.5453039096217062E-001 -0.8458313740899560E-003  0.2274768991212003E+001 -0.3528437899718816E-001  0.9999640991364236E+000  0.1393925900892689E+001 -0.2021150945034629E-020  0.4685194508269090E+003  0.1453700951551120E+002  0.1486781769243587E-002  0.1302073687704692E+003 -0.2126046661976180E+002
                       49                        1                        0                       40 -0.9999993028489986E+000  0.5595494333876553E-001 -0.8700380656366349E-003  0.2334195074822581E+001 -0.3629417610919527E-001  0.9999640991364236E+000  0.1509199626961214E+001 -0.4711467005712566E-017  0.4816923435723662E+003  0.1498423698549698E+002  0.1565477842022231E-002  0.1401224290071711E+003 -0.2249860161824603E+002
                       50                        1                        0                       42 -0.9999991125738678E+000  0.5317755233599131E-001 -0.8367730758973742E-003  0.2218334491061777E+001 -0.3490650648466699E-001  0.9999640991364236E+000  0.1300005565272890E+001 -0.7754016814722224E-017  0.4593918788541986E+003  0.1446248597974594E+002  0.1413926036223551E-002  0.1221082031307708E+003 -0.2023507365294464E+002
                       51                        1                        0                       39 -0.9999993823980519E+000  0.5746361624420334E-001 -0.9003195784160639E-003  0.2397130298330377E+001 -0.3755738814678036E-001  0.9999640991364236E+000  0.1639551945949303E+001  0.2769383084607220E-018  0.4962462115603301E+003  0.1555264142239587E+002  0.1651033595930535E-002  0.1512971991897886E+003 -0.2384242541626318E+002
                       52                        1                        0                       38 -0.9999993977963662E+000  0.5907215633108167E-001 -0.9272739189574289E-003  0.2464231543089298E+001 -0.3868180513628263E-001  0.9999640991364236E+000  0.1779021762116869E+001  0.1217315113719822E-017  0.5094611342568616E+003  0.1600064083055672E+002  0.1744759826801874E-002  0.1630514687465106E+003 -0.2516246295312066E+002
                       53                        1                        0                       37 -0.9999993630626232E+000  0.6075089342371438E-001 -0.9567901717625358E-003  0.2534261099366777E+001 -0.3991309388065291E-001  0.9999640991364236E+000  0.1930816562867915E+001 -0.1411800301388535E-016  0.5228649360157727E+003  0.1647089194800122E+002  0.1845335525889752E-002  0.1757561047814139E+003 -0.2650637580545374E+002
                       54                        1                        0                       36 -0.9999992391024766E+000  0.6246335108344472E-001 -0.9681856996898694E-003  0.2605697329960107E+001 -0.4038846537735778E-001  0.9999640991364236E+000  0.2071481884810020E+001  0.8491297383357490E-017  0.5305589185115632E+003  0.1645185933617234E+002  0.1950835114286834E-002  0.1871825840813186E+003 -0.2754984504870139E+002
                       56                        1                        0                       35 -0.9999990314451633E+000  0.6419969798912181E-001 -0.9552693306427603E-003  0.2678130115225873E+001 -0.3984965105255682E-001  0.9999640991364236E+000  0.2189001708719401E+001  0.1071617587463786E-016  0.5308469274356639E+003  0.1580511831632075E+002  0.2060800610947232E-002  0.1963704438547613E+003 -0.2817687992662872E+002
                       57                        1                        0                       34 -0.9999988472266351E+000  0.6601962422188469E-001 -0.9329813958197449E-003  0.2754049463822773E+001 -0.3891989606421057E-001  0.9999640991364236E+000  0.2302595283391633E+001 -0.5046658451749196E-016  0.5279941828836807E+003  0.1491843638419744E+002  0.2179295391199431E-002  0.2049190483681649E+003 -0.2859675050669569E+002
                       58                        1                        0                       33 -0.9999988377640812E+000  0.6799727207378742E-001 -0.9288800802066202E-003  0.2836548267327891E+001 -0.3874880714635590E-001  0.9999640991364236E+000  0.2451532287776234E+001  0.2355521048124532E-016  0.5300081710858105E+003  0.1449068575040118E+002  0.2311814504738334E-002  0.2163453733113912E+003 -0.2920040342469783E+002
                       59                        1                        0                       32 -0.9999989135966090E+000  0.7015194457050107E-001 -0.9341461135217469E-003  0.2926431763397849E+001 -0.3896848298363809E-001  0.9999640991364236E+000  0.2631253633455028E+001  0.2457113813122569E-017  0.5344171695713019E+003  0.1422922714476758E+002  0.2460647663511331E-002  0.2300133259474838E+003 -0.2985719937107628E+002
                       61                        1                        0                       31 -0.9999990032054792E+000  0.7246207601946335E-001 -0.9472209605069386E-003  0.3022800325826984E+001 -0.3951390831365981E-001  0.9999640991364236E+000  0.2840231797598793E+001  0.5143472063690960E-016  0.5407158667873824E+003  0.1414319886326930E+002  0.2625376230525245E-002  0.2457835358566749E+003 -0.3047117684377079E+002
                       62                        1                        0                       30 -0.9999991017855500E+000  0.7490226945364344E-001 -0.9691444582219672E-003  0.3124594504425168E+001 -0.4042846058260744E-001  0.9999640991364236E+000  0.3082314463888326E+001 -0.2062399833041616E-016  0.5491718434005381E+003  0.1421022496235949E+002  0.2805174984653104E-002  0.2638230458563484E+003 -0.3101949350990526E+002
                       63                        1                        0                       29 -0.9999991742627639E+000  0.7748707675154268E-001 -0.9774536621080080E-003  0.3232421339805803E+001 -0.4077508416274529E-001  0.9999640991364236E+000  0.3324205537845744E+001  0.5505834695590336E-017  0.5534414141409379E+003  0.1396740446643808E+002  0.3002123531749730E-002  0.2811820169336159E+003 -0.3109647380701258E+002
                       65                        1                        0                       28 -0.9999992103117840E+000  0.8029184409420263E-001 -0.9614001087257355E-003  0.3349423944519807E+001 -0.4010540025275656E-001  0.9999640991364236E+000  0.3550841632036419E+001 -0.2952256056347187E-016  0.5506165738164059E+003  0.1318652390646689E+002  0.3223390114023867E-002  0.2963971806136790E+003 -0.3049193085211627E+002
                       66                        1                        0                       27 -0.9999992043146543E+000  0.8338822211939051E-001 -0.9292295420174902E-003  0.3478591269244363E+001 -0.3876338516197166E-001  0.9999640991364236E+000  0.3776783318271312E+001 -0.1168991217434285E-016  0.5429920902667113E+003  0.1210330289821010E+002  0.3476797794116410E-002  0.3105325030715718E+003 -0.2922176881409140E+002
                       67                        1                        0                       26 -0.9999991924429164E+000  0.8678317175462788E-001 -0.9207841279794414E-003  0.3620213693377026E+001 -0.3841107949108389E-001  0.9999640991364236E+000  0.4084355199457684E+001  0.5343762101480728E-016  0.5421995695231769E+003  0.1150726153641907E+002  0.3765659449896621E-002  0.3301719675233938E+003 -0.2773047403060028E+002
                       68                        1                        0                       25 -0.9999991067086608E+000  0.9044526251071922E-001 -0.9168363351031889E-003  0.3772980074618264E+001 -0.3824639486916624E-001  0.9999640991364236E+000  0.4441900729092956E+001 -0.3666298376898023E-017  0.5428766739748797E+003  0.1100670038309530E+002  0.4090172755316451E-002  0.3523114169099155E+003 -0.2560046368299977E+002
                       69                        1                        0                       24 -0.9999988870419457E+000  0.9438076887669800E-001 -0.9032252685669009E-003  0.3937152157159475E+001 -0.3767860080886781E-001  0.9999640991364236E+000  0.4819945778514771E+001 -0.8008111644816108E-017  0.5410202027856999E+003  0.1035731610752301E+002  0.4453864766878343E-002  0.3742740625573249E+003 -0.2250978928409866E+002
                       71                        1                        0                       23 -0.9999983755124079E+000  0.9861004194031822E-001 -0.8566822962933728E-003  0.4113578899215397E+001 -0.3573703192922948E-001  0.9999640991364236E+000  0.5150978703791918E+001 -0.9726568755842211E-016  0.5296427116899602E+003  0.9201603863262617E+001  0.4861970185735658E-002  0.3904957310136021E+003 -0.1815234784687375E+002
                       72                        1                        0                       22 -0.9999972327135939E+000  0.1031919899274391E+000 -0.7831361386122011E-003  0.4304717693868080E+001 -0.3266900846627688E-001  0.9999640991364236E+000  0.5429473494413529E+001 -0.8657456614553637E-016  0.5098625925455600E+003  0.7741365190350415E+001  0.5324293392592348E-002  0.4005884702125553E+003 -0.1259594200960670E+002
                       73                        1                        0                       21 -0.9999944782581882E+000  0.1081499221548286E+000 -0.7062938964887323E-003  0.4511540903685525E+001 -0.2946348680187263E-001  0.9999640991364236E+000  0.5713989488346732E+001  0.1753939732681464E-016  0.4884947035070937E+003  0.6378474876769321E+001  0.5848202831047739E-002  0.4087548747948871E+003 -0.6062693485859597E+001
                       74                        1                        0                       20 -0.9999703982865151E+000  0.1134231974100599E+000 -0.6073261120718984E-003  0.4731518842978997E+001 -0.2533498445395169E-001  0.9999640991364236E+000  0.5892560888675480E+001 -0.1649211860090412E-017  0.4580705765836132E+003  0.4907703786108269E+001  0.6432410855360711E-002  0.4073113231528021E+003  0.1228613698991998E+001
                       75                        1                        0                       19 -0.9953142459954725E+000  0.1186248820851882E+000 -0.4335313249268620E-003  0.4948510336937900E+001 -0.1808502739961697E-001  0.9999640991364236E+000  0.5517605368258719E+001  0.2832506751469037E-016  0.3920998989165275E+003  0.2863794154396180E+001  0.7035931324862406E-002  0.3679616727606060E+003  0.7452744578233625E+001
                       76                        1                        0                       18 -0.9846152887817423E+000  0.1230109957558642E+000 -0.3154035424752157E-003  0.5131479781937964E+001 -0.1315725388139559E-001  0.9999640991364236E+000  0.5121097226404041E+001  0.2121248258185453E-017  0.3384858805918998E+003  0.1738948506596960E+001  0.7565852538424613E-002  0.3310886356188554E+003  0.1160512271415272E+002
                       78                        1                        0                       17 -0.9656549245249403E+000  0.1284638462855457E+000 -0.3402597479933384E-003  0.5358948814889487E+001 -0.1419414587050756E-001  0.9999640991364236E+000  0.5892297747523514E+001 -0.7079071033643326E-016  0.3570717790139481E+003  0.1890673497670680E+001  0.8251479901238160E-002  0.3661551444718837E+003  0.2001109988062950E+002
                       79                        1                        0                       16 -0.9294157256864501E+000  0.1358059143070377E+000 -0.2844165081098211E-003  0.5665227724172305E+001 -0.1186461057441985E-001  0.9999640991364236E+000  0.6162699023759346E+001 -0.1684342144397732E-017  0.3341718886336848E+003  0.1399834458213901E+001  0.9221623180385214E-002  0.3621872151844806E+003  0.2910965651509390E+002
                       80                        1                        0                       15 -0.8757161641661927E+000  0.1444039939551225E+000 -0.2238223234646691E-003  0.6023901935420906E+001 -0.9336886678690067E-002  0.9999640991364236E+000  0.6366909767094470E+001 -0.3683069019668407E-017  0.3053674181597223E+003  0.9464039437169894E+000  0.1042625673509551E-001  0.3495255630364902E+003  0.3853515614141671E+002
                       81                        1                        0                       14 -0.8065661867909031E+000  0.1540492843081696E+000 -0.1649565310324011E-003  0.6426261189026274E+001 -0.6881263733295446E-002  0.9999640991364236E+000  0.6442274864264481E+001 -0.1348515597159480E-017  0.2714901038268409E+003  0.5818253989666611E+000  0.1186559099792962E-001  0.3265497009957799E+003  0.4679152668888209E+002
                       82                        1                        0                       13 -0.7259118984191266E+000  0.1648727268409170E+000 -0.1023234929262470E-003  0.6877767789606838E+001 -0.4268487804215483E-002  0.9999640991364236E+000  0.6047588659383514E+001  0.9047993828638334E-016  0.2225078401966147E+003  0.2756208493494324E+000  0.1359150802797980E-001  0.2794063500191069E+003  0.5015659685418382E+002
                       83                        1                        0                       12 -0.6308405323720796E+000  0.1774541056435722E+000 -0.5218801758735372E-004  0.7402607789137128E+001 -0.2177055436901150E-002  0.9999640991364236E+000  0.5233363821322809E+001 -0.9644089970636571E-016  0.1662021521044717E+003  0.9842660138186163E-001  0.1574497980488002E-001  0.2163362762631752E+003  0.4770300267273907E+002
                       84                        1                        0                       11 -0.4887463829715317E+000  0.1925079670836266E+000 -0.2416505711657757E-004  0.8030588931351824E+001 -0.1008060306000591E-002  0.9999640991364236E+000  0.4403129160586495E+001 -0.2649018513827223E-016  0.1188325812075786E+003  0.2913330511997845E-001  0.1852965869533540E-001  0.1588380761865643E+003  0.4255276467783804E+002
                       85                        1                        0                       10 -0.3769529751118805E+000  0.2104683470358390E+000 -0.1119322661030996E-004  0.8779817291258896E+001 -0.4669323721226556E-003  0.9999640991364236E+000  0.3769842561157569E+001  0.4205681760272361E-016  0.8510673639939372E+002  0.9716538977917456E-002  0.2214846255199919E-001  0.1152322018902296E+003  0.3710734543814504E+002
