                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        1                        1                        0                      141 -0.9424358662284665E+000  0.1071069559749693E+000 -0.3391588457045593E-003  0.1005594147167695E+001 -0.3184257708531650E-002  0.9999882820550740E+000  0.7970868084982500E+000  0.1725723848726013E-016  0.6948294553242476E+002  0.4394698293669803E+000  0.5735950009112027E-002  0.2311479250311852E+002  0.1554569988769375E+001
                        2                        1                        0                      140 -0.9376544897879774E+000  0.1079120373421937E+000 -0.3292809536492321E-003  0.1013152807606740E+001 -0.3091517229197024E-002  0.9999882820550740E+000  0.8080937067024935E+000  0.3962216501545864E-016  0.6939488060272403E+002  0.4226120929081174E+000  0.5822503901671501E-002  0.2337298990857130E+002  0.1646206391296186E+001
                        3                        1                        0                      137 -0.9298533243674396E+000  0.1102972282349349E+000 -0.3015868687903376E-003  0.1035546628622238E+001 -0.2831506015249556E-002  0.9999882820550740E+000  0.7917698339222443E+000  0.3264846681369314E-016  0.6507899390540365E+002  0.3601283847377839E+000  0.6082739278154657E-002  0.2272104347278044E+002  0.1821546649679018E+001
                        4                        1                        0                      134 -0.9079415970810499E+000  0.1128067697750088E+000 -0.3274965615117970E-003  0.1059107939480165E+001 -0.3074764122236575E-002  0.9999882820550740E+000  0.9241955540696348E+000  0.2157895103414278E-016  0.7262210874162578E+002  0.4241188340673009E+000  0.6362683653535922E-002  0.2630585198466050E+002  0.2389892121925083E+001
                        5                        1                        0                      131 -0.9025324365806839E+000  0.1154633029671714E+000 -0.2823792854298875E-003  0.1084049309585200E+001 -0.2651171944201751E-002  0.9999882820550740E+000  0.8488860694417831E+000 -0.3506441804807875E-016  0.6368015945635172E+002  0.3075444319238580E+000  0.6665887166044416E-002  0.2394533634412885E+002  0.2449826911441705E+001
                        6                        1                        0                      130 -0.8777687478353997E+000  0.1162276188060222E+000 -0.3533890690059348E-003  0.1091225235062118E+001 -0.3317860882429121E-002  0.9999882820550740E+000  0.1071076372840334E+001 -0.3081803341283605E-016  0.7928451869356121E+002  0.4835156494858384E+000  0.6754429686658972E-002  0.3013868634984781E+002  0.3195954976676395E+001
                        7                        1                        0                      127 -0.8517888163856148E+000  0.1190422046812698E+000 -0.3494523441574707E-003  0.1117650513019894E+001 -0.3280900188041071E-002  0.9999882820550740E+000  0.1145001361798658E+001  0.1109168346757470E-016  0.8079869915346424E+002  0.4761909181618548E+000  0.7085523247688629E-002  0.3190198328087343E+002  0.3797534748524102E+001
                        8                        1                        0                      126 -0.8708871469876067E+000  0.1200611979396995E+000 -0.2612783884533314E-003  0.1127217526173734E+001 -0.2453062136052857E-002  0.9999882820550740E+000  0.8992943104277488E+000  0.2313349698079206E-016  0.6239472684914951E+002  0.2675735287224652E+000  0.7207345625357851E-002  0.2495764354564474E+002  0.3082655786868376E+001
                        9                        1                        0                      123 -0.8624984171582704E+000  0.1230192586265876E+000 -0.2331127068012886E-003  0.1154989844849252E+001 -0.2188623245390126E-002  0.9999882820550740E+000  0.8506873584967533E+000  0.2152544002885408E-016  0.5620404049549545E+002  0.2179808151358501E+000  0.7566868996517608E-002  0.2334311446400544E+002  0.3220671346858154E+001
                       10                        1                        0                      122 -0.8032727075186533E+000  0.1240352067640450E+000 -0.3250175082262075E-003  0.1164528268302271E+001 -0.3051489056188687E-002  0.9999882820550740E+000  0.1233229971020141E+001  0.3225577238666518E-016  0.8016387054918441E+002  0.4180632440900803E+000  0.7692366258499689E-002  0.3373060947039885E+002  0.4831257934423165E+001
                       11                        1                        0                      119 -0.7678557772032516E+000  0.1273372374184645E+000 -0.3190808878225856E-003  0.1195530014824023E+001 -0.2995751959774206E-002  0.9999882820550740E+000  0.1313306900951345E+001  0.5096607303345342E-016  0.8100029812628047E+002  0.4026840908251566E+000  0.8107386016683192E-002  0.3545970920471273E+002  0.5679483990429746E+001
                       12                        1                        0                      116 -0.7540126252005888E+000  0.1305584320506389E+000 -0.2628350834105643E-003  0.1225772816885913E+001 -0.2467677464475454E-002  0.9999882820550740E+000  0.1203082003766214E+001  0.6286515826997299E-016  0.7057725514253205E+002  0.2882162978027295E+000  0.8522752089760664E-002  0.3204447397526364E+002  0.5682098486387775E+001
                       13                        1                        0                      115 -0.7318544587522764E+000  0.1317248314571721E+000 -0.2602715045285345E-003  0.1236723780861995E+001 -0.2443608813694507E-002  0.9999882820550740E+000  0.1256380389068845E+001 -0.1612927249807110E-016  0.7241836607412625E+002  0.2809929045565210E+000  0.8675715611210192E-002  0.3330534134480990E+002  0.6114898556105137E+001
                       14                        1                        0                      112 -0.7152023175556330E+000  0.1353253414517169E+000 -0.2176051328758891E-003  0.1270527857771614E+001 -0.2043027420784706E-002  0.9999882820550740E+000  0.1167261689398386E+001  0.4026823023151715E-017  0.6374420375985415E+002  0.2022277238515229E+000  0.9156474019511855E-002  0.3044754585505752E+002  0.6206867727976513E+001
                       15                        1                        0                      109 -0.6694358739159334E+000  0.1390528960044854E+000 -0.2079285956288416E-003  0.1305524716821444E+001 -0.1952177399589489E-002  0.9999882820550740E+000  0.1241951912552370E+001  0.7278705974140497E-017  0.6422288944195515E+002  0.1991048040428525E+000  0.9667853943617107E-002  0.3182818110950919E+002  0.7192917054679045E+001
                       16                        1                        0                      106 -0.6716307235562223E+000  0.1429955502867490E+000 -0.1680840869265144E-003  0.1342541080833100E+001 -0.1578089606848967E-002  0.9999882820550740E+000  0.1089592443216330E+001 -0.9872159950161241E-017  0.5328566667636344E+002  0.1273127180756168E+000  0.1022386370090508E-001  0.2737901780663406E+002  0.6847933348759195E+001
                       17                        1                        0                      105 -0.5736510413188712E+000  0.1441711633240220E+000 -0.2326778518941561E-003  0.1353578548744074E+001 -0.2184540526900939E-002  0.9999882820550740E+000  0.1571814611102951E+001 -0.6426274358596945E-016  0.7562744877841099E+002  0.2412459354809807E+000  0.1039266216710097E-001  0.3927342694653853E+002  0.1012335978089008E+002
