                                                                                                                                                                                                                                                                
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11
                        j                        l                     n_pg                      n_p                      n_g                      eta                 Re(freq)                 Im(freq)                      f_T                        H                   L_star
                       39                        1                     -176                        4                      180 -0.9999408433322394E+000  0.8758869778884730E-002 -0.1284609310770529E-003  0.1313202231879388E-003  0.3835889990173012E-004  0.2231040837440136E+038
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)                    dW_dx                    dE_dx                        T                      M_r                      rho                        P            Re(prop_type)            Im(prop_type)
  0.0000000000000000E+000  0.3663229092387938E-002 -0.7307180017498479E-003  0.3663229036509151E-002 -0.7307178886072658E-003  0.0000000000000000E+000  0.0000000000000000E+000  0.3144428011617867E+008  0.0000000000000000E+000  0.8809858528928345E+001  0.3897496902307036E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1230439216380033E-002  0.3663272461548150E-002 -0.7309893296863871E-003  0.3663233111717449E-002 -0.7311129097790132E-003  0.8890705078786568E-016  0.7977931819372299E-008  0.3144393308720459E+008  0.1554156788989439E+028  0.8809680832282577E+001  0.3897372068094722E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1390349579094589E-002  0.3663282069646791E-002 -0.7310301270310815E-003  0.3663223659243911E-002 -0.7312056168434221E-003  0.2884390622252510E-015  0.1018633897809479E-007  0.3144382864427352E+008  0.2242254627296695E+028  0.8809627854432872E+001  0.3897334508263110E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1550259941809145E-002  0.3663291409189782E-002 -0.7310822661755114E-003  0.3663213358960717E-002 -0.7313417688851570E-003  0.4450216111256760E-015  0.1266426872519976E-007  0.3144370663705524E+008  0.3108313681728273E+028  0.8809564878275756E+001  0.3897290609147664E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1751736435659237E-002  0.3663305130180435E-002 -0.7311646213401819E-003  0.3663215139762895E-002 -0.7315239565953342E-003  0.6752644631453689E-015  0.1617009167957798E-007  0.3144354046079358E+008  0.4484511391965673E+028  0.8809479599835903E+001  0.3897230882699723E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1953212929509329E-002  0.3663321789136397E-002 -0.7312614129407439E-003  0.3663212180553085E-002 -0.7317215589352735E-003  0.1076282422849412E-014  0.2010378018285875E-007  0.3144335415775765E+008  0.6216627464998507E+028  0.8809384391867930E+001  0.3897163817095206E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2207061445626085E-002  0.3663345682107314E-002 -0.7314017993434477E-003  0.3663206007023672E-002 -0.7320031148029820E-003  0.1745953942574916E-014  0.2566919854497828E-007  0.3144309091728190E+008  0.8969028353809802E+028  0.8809249628777154E+001  0.3897069119969658E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2460909961742842E-002  0.3663372811216536E-002 -0.7315613819097597E-003  0.3663201942305191E-002 -0.7323154319360412E-003  0.2674763070932178E-014  0.3191396852456343E-007  0.3144279580832796E+008  0.1243325503153898E+029  0.8809098493133275E+001  0.3896962975940792E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2780747079570460E-002  0.3663411622322390E-002 -0.7317892051545553E-003  0.3663194072741603E-002 -0.7327607909790652E-003  0.4454092198654694E-014  0.4074933707244120E-007  0.3144237812421418E+008  0.1793807443093998E+029  0.8808884623516668E+001  0.3896812737218206E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3100584197398078E-002  0.3663455045559900E-002 -0.7320456001049876E-003  0.3663182903597123E-002 -0.7332536357552999E-003  0.6659590159000317E-014  0.5066327736734466E-007  0.3144190947360448E+008  0.2486651016682734E+029  0.8808644659577121E+001  0.3896644170446609E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3503569740506772E-002  0.3663517063388931E-002 -0.7324093922276458E-003  0.3663175954679122E-002 -0.7339579598614231E-003  0.1126842897350166E-013  0.6469066850678049E-007  0.3144124652044245E+008  0.3587620517142375E+029  0.8808305211284477E+001  0.3896405724109603E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3906555283615465E-002  0.3663586287483154E-002 -0.7328180378994337E-003  0.3663152667132085E-002 -0.7347441472987623E-003  0.1689942192993630E-013  0.8043057130649867E-007  0.3144050247934918E+008  0.4973302043740408E+029  0.8807924249878939E+001  0.3896138123471238E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4414317287084366E-002  0.3663684670869252E-002 -0.7333963055519570E-003  0.3663144143370606E-002 -0.7358518000835498E-003  0.2786891581136606E-013  0.1027028325586070E-006  0.3143944759221375E+008  0.7175258917648111E+029  0.8807384140143281E+001  0.3895758744389098E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4922079290553267E-002  0.3663794971625833E-002 -0.7340454863043274E-003  0.3663109251533773E-002 -0.7371093183604556E-003  0.4369992892058367E-013  0.1276950613668663E-006  0.3143826683672113E+008  0.9946604097855757E+029  0.8806779602486007E+001  0.3895334126635625E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.5561883397253933E-002  0.3663950781505740E-002 -0.7349635786263217E-003  0.3663086599765944E-002 -0.7388546550264223E-003  0.6815048643431471E-013  0.1630626125108481E-006  0.3143660148211733E+008  0.1435057250214402E+030  0.8805926983101799E+001  0.3894735290999813E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.6201687503954599E-002  0.3664125823984681E-002 -0.7359934682210616E-003  0.3663043050728005E-002 -0.7408558365719830E-003  0.1128928310469536E-012  0.2027530721769856E-006  0.3143475092046576E+008  0.1989320820586571E+030  0.8804979603809391E+001  0.3894069936848281E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.7430882992974669E-002  0.3664513947121058E-002 -0.7382941558036843E-003  0.3662958880238744E-002 -0.7452251424817281E-003  0.2131525386816982E-012  0.2911474331610056E-006  0.3143071216614765E+008  0.3421638022472812E+030  0.8802912257907520E+001  0.3892618142316296E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.8349851357179238E-002  0.3664850684334857E-002 -0.7402736949003401E-003  0.3662893898973566E-002 -0.7490462955146241E-003  0.3700111353614444E-012  0.3676759316230309E-006  0.3142719912181407E+008  0.4853955224359053E+030  0.8801114198809492E+001  0.3891355618690693E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.9746695126362705E-002  0.3665436117570396E-002 -0.7437287031905198E-003  0.3662748629041693E-002 -0.7556263977105948E-003  0.6309272480070133E-012  0.5011240424487027E-006  0.3142095492048138E+008  0.7718589628131536E+030  0.8797918483313302E+001  0.3889112151659474E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1172957197444048E-001  0.3666420548770304E-002 -0.7495453225684480E-003  0.3662535979409653E-002 -0.7667186760273654E-003  0.1400820081882856E-011  0.7261224503347535E-006  0.3141040489872044E+008  0.1344785843567650E+031  0.8792520121599235E+001  0.3885323526924107E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1306854365205059E-001  0.3667185211512101E-002 -0.7540423388152204E-003  0.3662333525518422E-002 -0.7752651663211982E-003  0.2050332619674264E-011  0.9016982424621879E-006  0.3140216578342090E+008  0.1859360405852860E+031  0.8788305148143580E+001  0.3882366429922671E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1440751532966070E-001  0.3668030743853132E-002 -0.7590142598804341E-003  0.3662142956564778E-002 -0.7847945158721519E-003  0.3183428115729852E-011  0.1096412272070307E-005  0.3139302975729479E+008  0.2490639605076643E+031  0.8783632215227446E+001  0.3879089059274745E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1616039198067824E-001  0.3669257454726809E-002 -0.7662425259388640E-003  0.3661791256962605E-002 -0.7984812157339831E-003  0.4735612649221003E-011  0.1380265831911633E-005  0.3137970331667398E+008  0.3513156272799137E+031  0.8776817582261671E+001  0.3874311625247094E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1791326863169577E-001  0.3670620137629194E-002 -0.7742641814665680E-003  0.3661450288475890E-002 -0.8137102263927869E-003  0.7481976753410938E-011  0.1697140418487102E-005  0.3136487240206400E+008  0.4782347128094629E+031  0.8769236277972498E+001  0.3868999300851417E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2016840980679306E-001  0.3672568080395293E-002 -0.7857505146868904E-003  0.3660825278819070E-002 -0.8353350393954376E-003  0.1135725414115434E-010  0.2153498886613806E-005  0.3134366754122632E+008  0.6820356340110371E+031  0.8758402711821896E+001  0.3861412718746542E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2242355098189034E-001  0.3674731794556924E-002 -0.7985075344162579E-003  0.3660176513164774E-002 -0.8592962576679821E-003  0.1787025671571522E-010  0.2665110872357753E-005  0.3131997569615312E+008  0.9365762174132809E+031  0.8746304777616952E+001  0.3852947508410007E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2490033404304114E-001  0.3677355194058761E-002 -0.8139603899681955E-003  0.3659251283434453E-002 -0.8881149335449072E-003  0.2590515577231110E-010  0.3290959946127753E-005  0.3129091421931731E+008  0.1281171157781540E+032  0.8731465541670596E+001  0.3842579735883554E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2737711710419195E-001  0.3680238047143271E-002 -0.8308779906510436E-003  0.3658284385562957E-002 -0.9194747236313885E-003  0.3834450433470193E-010  0.3984633699045417E-005  0.3125899479111049E+008  0.1700865699341081E+032  0.8715193520533274E+001  0.3831212615585796E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3099852327334694E-001  0.3684883790022081E-002 -0.8582115223602569E-003  0.3656210842651658E-002 -0.9696509394095875E-003  0.6024178005981811E-010  0.5121798715250903E-005  0.3120767765398002E+008  0.2464471193081212E+032  0.8689077092961560E+001  0.3812991370632807E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3461992944250194E-001  0.3690006378618739E-002 -0.8884394723291670E-003  0.3653848999725386E-002 -0.1024432213654564E-002  0.9252242814999517E-010  0.6407950204055867E-005  0.3115096956428050E+008  0.3425992184025560E+032  0.8660274811762854E+001  0.3792940157346141E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3714789747025999E-001  0.3693883182234833E-002 -0.9111702117559192E-003  0.3651931830290655E-002 -0.1065327063350089E-002  0.1193754217056745E-009  0.7395727466381981E-005  0.3110832623757451E+008  0.4226215559665923E+032  0.8638675266306826E+001  0.3777917877174986E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3937709683054759E-001  0.3697506465551672E-002 -0.9322962391523127E-003  0.3650153746546457E-002 -0.1102908722634215E-002  0.1482184214809015E-009  0.8328849256954637E-005  0.3106759887776568E+008  0.5026438935306287E+032  0.8618054239185760E+001  0.3763600690152378E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4138341753795411E-001  0.3700927112585206E-002 -0.9521430691625815E-003  0.3648270857901112E-002 -0.1137910538252075E-002  0.1774546795795595E-009  0.9218793427214035E-005  0.3102900468508133E+008  0.5826662310946430E+032  0.8598540129594136E+001  0.3750069218093824E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4321593657665807E-001  0.3704181933337987E-002 -0.9709350918612128E-003  0.3646539975433990E-002 -0.1170725046278509E-002  0.2067464182140696E-009  0.1007415052301982E-004  0.3099198693793378E+008  0.6626885686586793E+032  0.8579839282941284E+001  0.3737119771491416E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4593711156760537E-001  0.3709240385634524E-002 -0.9999706862825640E-003  0.3643547081951015E-002 -0.1220904177488429E-002  0.2581545116784154E-009  0.1141906502849050E-004  0.3093407715466239E+008  0.7943025053765603E+032  0.8550624377478179E+001  0.3716922779554010E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4837688031311878E-001  0.3714004538709159E-002 -0.1027083817875077E-002  0.3640776015537707E-002 -0.1267027791051939E-002  0.3060628924626483E-009  0.1270335894772946E-004  0.3087969074118688E+008  0.9259164420944411E+032  0.8523262173443401E+001  0.3698034704796883E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4951216220910803E-001  0.3716295541128230E-002 -0.1040030943886479E-002  0.3639302906695405E-002 -0.1288934376370776E-002  0.3375869606401132E-009  0.1332601638113249E-004  0.3085342029276911E+008  0.9917234104535141E+032  0.8510060961777860E+001  0.3688934599056993E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.5059927652014702E-001  0.3718532995378266E-002 -0.1052619997705850E-002  0.3637977563583734E-002 -0.1309967876163427E-002  0.3530217588908074E-009  0.1393774252250937E-004  0.3082758010734437E+008  0.1057530378812565E+033  0.8497078084704299E+001  0.3679995223100930E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.5264788853012425E-001  0.3722865794754505E-002 -0.1076838031999186E-002  0.3635178104250920E-002 -0.1350278565238214E-002  0.4196796864317955E-009  0.1513054788471560E-004  0.3077707344579864E+008  0.1189144315530424E+033  0.8471706311407587E+001  0.3662555341778813E+017  0.0000000000000000E+000  0.0000000000000000E+000
