                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        1                        1                        0                      106 -0.9279434225337728E+000  0.1312312308503159E+000 -0.5941051514270163E-003  0.1002696090472431E+001 -0.4539368478109241E-002  0.9999948413035126E+000  0.1597431667466034E+001  0.7996127605740766E-017  0.9274322565618675E+002  0.8438721342320679E+000  0.8610817975244461E-002  0.2991027832079284E+002  0.2982726606930404E+001
                        2                        1                        0                      105 -0.9264850649902743E+000  0.1325244727347118E+000 -0.5471429670507195E-003  0.1012577340332825E+001 -0.4180545365889342E-002  0.9999948413035126E+000  0.1537094161592110E+001 -0.1139035410976490E-015  0.8751907240963294E+002  0.7184160211017327E+000  0.8781367936806660E-002  0.2867340670086570E+002  0.2934882082346587E+001
                        3                        1                        0                      104 -0.9210644248249347E+000  0.1338070555130177E+000 -0.5763598932501747E-003  0.1022377147354230E+001 -0.4403782605119616E-002  0.9999948413035126E+000  0.1636265541611225E+001  0.7001559190383699E-016  0.9136329084890170E+002  0.8210366367502743E+000  0.8952164052531924E-002  0.3040271171725094E+002  0.3213918154244177E+001
                        4                        1                        0                      103 -0.9147808605895845E+000  0.1351358309861636E+000 -0.6165721529739871E-003  0.1032529898063082E+001 -0.4711031690210642E-002  0.9999948413035126E+000  0.1758816862314008E+001  0.1770289368808399E-016  0.9635020818378062E+002  0.8607335477923188E+000  0.9130846408160469E-002  0.3257869458741742E+002  0.3530766923810012E+001
                        5                        1                        0                      102 -0.9176659080206778E+000  0.1364490753464533E+000 -0.4975050641367105E-003  0.1042563980479023E+001 -0.3801277939464780E-002  0.9999948413035126E+000  0.1530653729400844E+001  0.2571231612601385E-016  0.8222082466333705E+002  0.5711009136110111E+000  0.9309175081451054E-002  0.2822970903671067E+002  0.3133988858215150E+001
                        6                        1                        0                       97 -0.8863622883828924E+000  0.1436319806788057E+000 -0.5362372723167416E-003  0.1097446275252272E+001 -0.4097218421511916E-002  0.9999948413035126E+000  0.1848843234527533E+001 -0.5863935871356751E-016  0.8955200575707144E+002  0.7042809508701480E+000  0.1031507293685844E-001  0.3336169539461349E+002  0.4339730293018365E+001
                        7                        1                        0                       96 -0.8843752279729964E+000  0.1451663754788576E+000 -0.4797293251873381E-003  0.1109170097830817E+001 -0.3665459172588136E-002  0.9999948413035126E+000  0.1747564174904813E+001  0.3199373451969609E-016  0.8297007644171002E+002  0.5311121309316185E+000  0.1053663828483432E-001  0.3142482332419336E+002  0.4197505510361107E+001
                        8                        1                        0                       95 -0.8692561010333765E+000  0.1468428873580459E+000 -0.5813554416324568E-003  0.1121979791803818E+001 -0.4441952001232296E-002  0.9999948413035126E+000  0.2059160567781494E+001 -0.5920578838589790E-016  0.9550991840942433E+002  0.7135035328147800E+000  0.1078141678382388E-001  0.3684189438325363E+002  0.5095331016306335E+001
                        9                        1                        0                       94 -0.8657385156973531E+000  0.1481945715547297E+000 -0.5348344276082331E-003  0.1132307580781993E+001 -0.4086499731336971E-002  0.9999948413035126E+000  0.1991028939228930E+001 -0.7163108569863145E-016  0.9058219753395105E+002  0.6835446428114907E+000  0.1098081551914497E-001  0.3543842499115301E+002  0.5058911036876350E+001
                       10                        1                        0                       93 -0.8643439086806447E+000  0.1499833788736598E+000 -0.4524036735831315E-003  0.1145975288489052E+001 -0.3456672560928585E-002  0.9999948413035126E+000  0.1820530655594530E+001 -0.4551716068302123E-016  0.8092851950810230E+002  0.5146201516506512E+000  0.1124750696917988E-001  0.3224631230038638E+002  0.4765300265861923E+001
                       11                        1                        0                       92 -0.8416231828391528E+000  0.1516895646183867E+000 -0.6161354279041718E-003  0.1159011711029421E+001 -0.4707694812873763E-002  0.9999948413035126E+000  0.2323367338596468E+001  0.7563143444751571E-016  0.1010307216392227E+003  0.7741088205645343E+000  0.1150486200705784E-001  0.4098410568766924E+002  0.6254430284878622E+001
                       12                        1                        0                       91 -0.8533035382788838E+000  0.1532876874693300E+000 -0.4201020711047471E-003  0.1171222459373032E+001 -0.3209866291481844E-002  0.9999948413035126E+000  0.1808740039322581E+001 -0.3155385405849706E-016  0.7691839030336608E+002  0.4446399910649455E+000  0.1174855756484750E-001  0.3169052569283908E+002  0.4996815700278452E+001
                       13                        1                        0                       90 -0.8281253566677307E+000  0.1550506401591507E+000 -0.5314247585194488E-003  0.1184692620083384E+001 -0.4060447534440118E-002  0.9999948413035126E+000  0.2226622397300514E+001 -0.2218258866046986E-016  0.9262177556987938E+002  0.6388092905601128E+000  0.1202035050688117E-001  0.3884043719855065E+002  0.6341936138147198E+001
                       14                        1                        0                       89 -0.8166813282503455E+000  0.1568315163400012E+000 -0.5454676009528099E-003  0.1198299728487259E+001 -0.4167744426466622E-002  0.9999948413035126E+000  0.2327007059570473E+001  0.2520863582140587E-016  0.9463291950999239E+002  0.6298098988279961E+000  0.1229806225875203E-001  0.4037710083830209E+002  0.6812633990784431E+001
                       15                        1                        0                       88 -0.8173017070651969E+000  0.1585831578138499E+000 -0.4421487158651053E-003  0.1211683463794450E+001 -0.3378317691091592E-002  0.9999948413035126E+000  0.2068314308811144E+001 -0.5049165556371118E-016  0.8219198271654851E+002  0.4807621897633257E+000  0.1257430897110621E-001  0.3564613637119574E+002  0.6228350766146777E+001
                       16                        1                        0                       87 -0.7984308264093565E+000  0.1604602945987349E+000 -0.4888145791220891E-003  0.1226026068853402E+001 -0.3734876707898117E-002  0.9999948413035126E+000  0.2296283647242288E+001 -0.6231625003328641E-016  0.8914927962964161E+002  0.5978516261080197E+000  0.1287375307135638E-001  0.3934729338336398E+002  0.7141369723361193E+001
                       17                        1                        0                       86 -0.7776621304396588E+000  0.1623835293356599E+000 -0.5832174884748096E-003  0.1240720893700203E+001 -0.4456179308840446E-002  0.9999948413035126E+000  0.2650228208125378E+001  0.1386971973763011E-016  0.1006086489638580E+003  0.6476595080997509E+000  0.1318420529975257E-001  0.4520899315092149E+002  0.8459610847523130E+001
                       18                        1                        0                       85 -0.7862728242184488E+000  0.1640151282105328E+000 -0.4115105839594954E-003  0.1253187421693987E+001 -0.3144221471143962E-002  0.9999948413035126E+000  0.2149682016393010E+001  0.5227331109039431E-016  0.7980319808767577E+002  0.4361809648605435E+000  0.1345048114095875E-001  0.3636732298792508E+002  0.7035911644153926E+001
