                                                                                                                                                                                                                                                                
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11
                        j                        l                     n_pg                      n_p                      n_g                      eta                 Re(freq)                 Im(freq)                      f_T                        H                   L_star
                       44                        1                      -65                        0                       65 -0.9999997316784370E+000  0.2777990240987479E-001 -0.5729593738396787E-003  0.2027707472539011E+002  0.3858614889510846E-003  0.2231040837440136E+038
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)                    dW_dx                    dE_dx                        T                      M_r                      rho                        P            Re(prop_type)            Im(prop_type)
  0.0000000000000000E+000 -0.1514471502676940E-002  0.9513256157690551E-003 -0.1514471502578963E-002  0.9513256159191834E-003  0.0000000000000000E+000  0.0000000000000000E+000  0.3144428011617867E+008  0.0000000000000000E+000  0.8809858528928345E+001  0.3897496902307036E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1230439216380033E-002 -0.1514489594405676E-002  0.9513413560722723E-003 -0.1514473367778340E-002  0.9513333515580108E-003  0.6236997450841999E-017  0.1828808595495578E-008  0.3144393308720459E+008  0.1554156788989439E+028  0.8809680832282577E+001  0.3897372068094722E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1390349579094589E-002 -0.1514494147139389E-002  0.9513448872560838E-003 -0.1514474640054114E-002  0.9513359499172928E-003  0.2371903999438819E-016  0.2335043941483282E-008  0.3144382864427352E+008  0.2242254627296695E+028  0.8809627854432872E+001  0.3897334508263110E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1550259941809145E-002 -0.1514499513434448E-002  0.9513491426863430E-003 -0.1514476349507217E-002  0.9513394127882957E-003  0.2916953146778455E-016  0.2903054245644938E-008  0.3144370663705524E+008  0.3108313681728273E+028  0.8809564878275756E+001  0.3897290609147664E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1751736435659237E-002 -0.1514507373140418E-002  0.9513554565506372E-003 -0.1514478869192456E-002  0.9513440172705842E-003  0.5044277071281752E-016  0.3706658093856481E-008  0.3144354046079358E+008  0.4484511391965673E+028  0.8809479599835903E+001  0.3897230882699723E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1953212929509329E-002 -0.1514516347150095E-002  0.9513627039679180E-003 -0.1514481370149365E-002  0.9513490791863674E-003  0.7856396307244117E-016  0.4608322884555769E-008  0.3144335415775765E+008  0.6216627464998507E+028  0.8809384391867930E+001  0.3897163817095206E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2207061445626085E-002 -0.1514529178333784E-002  0.9513730981613905E-003 -0.1514485107436128E-002  0.9513562028336003E-003  0.1225303426403566E-015  0.5883975149529215E-008  0.3144309091728190E+008  0.8969028353809802E+028  0.8809249628777154E+001  0.3897069119969658E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2460909961742842E-002 -0.1514543651468698E-002  0.9513848463931000E-003 -0.1514489047675237E-002  0.9513641949498929E-003  0.2052269318471914E-015  0.7315288039222180E-008  0.3144279580832796E+008  0.1243325503153898E+029  0.8809098493133275E+001  0.3896962975940792E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2780747079570460E-002 -0.1514564196893478E-002  0.9514015350947811E-003 -0.1514494793055116E-002  0.9513752988053752E-003  0.2963228809326304E-015  0.9340285664296016E-008  0.3144237812421418E+008  0.1793807443093998E+029  0.8808884623516668E+001  0.3896812737218206E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3100584197398078E-002 -0.1514587287615050E-002  0.9514203022307649E-003 -0.1514501107019251E-002  0.9513880095758188E-003  0.5338871453980219E-015  0.1161237650448680E-007  0.3144190947360448E+008  0.2486651016682734E+029  0.8808644659577121E+001  0.3896644170446609E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3503569740506772E-002 -0.1514619991608765E-002  0.9514468912245219E-003 -0.1514510045287577E-002  0.9514055375655158E-003  0.7280105123862814E-015  0.1482692493616186E-007  0.3144124652044245E+008  0.3587620517142375E+029  0.8808305211284477E+001  0.3896405724109603E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.3906555283615465E-002 -0.1514656706438601E-002  0.9514767384938848E-003 -0.1514520188264156E-002  0.9514256654642248E-003  0.1354163975754662E-014  0.1843370235047826E-007  0.3144050247934918E+008  0.4973302043740408E+029  0.8807924249878939E+001  0.3896138123471238E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4414317287084366E-002 -0.1514708677231088E-002  0.9515189993770825E-003 -0.1514534251006797E-002  0.9514535467353880E-003  0.1843841297728284E-014  0.2353664192533479E-007  0.3143944759221375E+008  0.7175258917648111E+029  0.8807384140143281E+001  0.3895758744389098E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.4922079290553267E-002 -0.1514767009773681E-002  0.9515664151951435E-003 -0.1514550548287249E-002  0.9514853907391849E-003  0.3353430082590908E-014  0.2926219090682322E-007  0.3143826683672113E+008  0.9946604097855757E+029  0.8806779602486007E+001  0.3895334126635625E+017  0.0000000000000000E+000  0.0000000000000000E+000
