                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        2                        1                        0                       38 -0.9999996266923135E+000  0.3549791846927158E-001 -0.1007297927163960E-002  0.1031559938001149E+001 -0.2927180612557372E-001  0.9999786716841469E+000  0.3581809861338165E+000  0.3124857480485688E-016  0.2835733781230699E+003  0.1609916090683284E+002  0.6300511078255274E-003  0.1299881833078926E+002 -0.2089246019167758E+001
                        4                        1                        0                       36 -0.9999977061284439E+000  0.3772096775902416E-001 -0.8778509488121628E-003  0.1096161150872145E+001 -0.2551011184260875E-001  0.9999786716841469E+000  0.4080872987561612E+000  0.1333373071660815E-016  0.2863441632122218E+003  0.1332762108223871E+002  0.7114357043386713E-003  0.1468780397893937E+002 -0.2357997189991931E+001
                        5                        1                        0                       35 -0.9999960811116823E+000  0.3888528955182904E-001 -0.8574810290728424E-003  0.1129996028188653E+001 -0.2491816746813588E-001  0.9999786716841469E+000  0.4471202517830765E+000  0.1234123827105694E-017  0.2953063477580574E+003  0.1303607409701166E+002  0.7560328717647910E-003  0.1602820511253696E+002 -0.2567378157195786E+001
                        6                        1                        0                       34 -0.9999949725949517E+000  0.4009914481169645E-001 -0.8659659362235698E-003  0.1165270334700318E+001 -0.2516473658181297E-001  0.9999786716841469E+000  0.4991960640779109E+000 -0.1073184487201333E-017  0.3100258540903521E+003  0.1339313299730555E+002  0.8039707073147003E-003  0.1781861838266726E+002 -0.2846444623904837E+001
                        7                        1                        0                       33 -0.9999951513737617E+000  0.4137571399202344E-001 -0.9019847105136719E-003  0.1202367090828490E+001 -0.2621143244950837E-001  0.9999786716841469E+000  0.5667024422739075E+000 -0.4213196894663580E-019  0.3305893012524621E+003  0.1442241534092133E+002  0.8559748541748623E-003  0.2014423387010525E+002 -0.3205571907396654E+001
                        8                        1                        0                       32 -0.9999965184814246E+000  0.4275706177905222E-001 -0.9753053053112410E-003  0.1242508685011791E+001 -0.2834210916197703E-001  0.9999786716841469E+000  0.6582047274709936E+000  0.2383225486833539E-016  0.3594896926322619E+003  0.1640880587989417E+002  0.9140831659888450E-003  0.2329152661719007E+002 -0.3688386900153347E+001
                        9                        1                        0                       31 -0.9999980370518152E+000  0.4430523474494318E-001 -0.1093187438286382E-002  0.1287498173905118E+001 -0.3176773215698571E-001  0.9999786716841469E+000  0.7832584223534479E+000 -0.7154069410481839E-017  0.3983217543209872E+003  0.1966767331840660E+002  0.9814769129022601E-003  0.2758385333040269E+002 -0.4340559216310104E+001
                       10                        1                        0                       30 -0.9999990141429786E+000  0.4606544633367383E-001 -0.1257322675588794E-002  0.1338649447997758E+001 -0.3653745789068039E-001  0.9999786716841469E+000  0.9499151651401047E+000  0.1631381350262794E-016  0.4466731328014249E+003  0.2440092064227707E+002  0.1061012672960293E-002  0.3327493670731109E+002 -0.5194778247989365E+001
                       11                        1                        0                       29 -0.9999994204990029E+000  0.4809146519547928E-001 -0.1423820258171825E-002  0.1397525009765763E+001 -0.4137583274117668E-001  0.9999786716841469E+000  0.1146939988918011E+001 -0.9622511419749645E-017  0.4946416210956039E+003  0.2931622022344434E+002  0.1156394512324001E-002  0.3993740279145377E+002 -0.6180328948775391E+001
                       13                        1                        0                       27 -0.9999994306887964E+000  0.5035203842015808E-001 -0.1491311960570978E-002  0.1463216658066644E+001 -0.4333712341242352E-001  0.9999786716841469E+000  0.1325980811479815E+001 -0.1282151823822619E-016  0.5216599565494930E+003  0.3092696508735006E+002  0.1267663886532540E-002  0.4586866285689089E+002 -0.7044522165567725E+001
                       14                        1                        0                       25 -0.9999989906275148E+000  0.5532697651651464E-001 -0.1591149345863155E-002  0.1607787017556300E+001 -0.4623837090588840E-001  0.9999786716841469E+000  0.1727875334526530E+001  0.4413952189426499E-016  0.5631024308679567E+003  0.3241520567722619E+002  0.1530537165229474E-002  0.5894191492855098E+002 -0.8901541304455455E+001
                       15                        1                        0                       26 -0.9999992427017900E+000  0.5275769737020029E-001 -0.1513684754784108E-002  0.1533124458421349E+001 -0.4398727077899055E-001  0.9999786716841469E+000  0.1501106093579652E+001  0.5152997442244947E-016  0.5380171661753870E+003  0.3089963570656869E+002  0.1391687315902820E-002  0.5157171076300834E+002 -0.7861440281036592E+001
                       16                        1                        0                       24 -0.9999987061252479E+000  0.5807658426872551E-001 -0.1756651868609141E-002  0.1687689877349430E+001 -0.5104782958585777E-001  0.9999786716841469E+000  0.2036575123975685E+001 -0.5547476349541671E-017  0.6021941683707205E+003  0.3646328000140483E+002  0.1686444820161186E-002  0.6896324945830240E+002 -0.1029111670994313E+002
