                                                                                                                                                                                                                                                                
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11
                        j                        l                     n_pg                      n_p                      n_g                      eta                 Re(freq)                 Im(freq)                      f_T                        H                   L_star
                       40                        1                     -175                        3                      178 -0.9999970193071857E+000  0.9350814022345553E-002 -0.1697201852811472E-003  0.6412214192258461E-003  0.4371886144024707E-004  0.2231040837440136E+038
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)                    dW_dx                    dE_dx                        T                      M_r                      rho                        P            Re(prop_type)            Im(prop_type)
  0.1841866265374408E+000 -0.1213421602209062E-002 -0.9204884866608574E-003 -0.1097941742552853E-002 -0.7526047340069999E-003 -0.8963692804718795E-010  0.1559174130499016E-004  0.2413028664009989E+008  0.3952755587223657E+034  0.5485658832234643E+001  0.1829724222166100E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1846517665597323E+000 -0.1215743841576811E-002 -0.9218457029690113E-003 -0.1098478055382569E-002 -0.7535022022280951E-003 -0.9889745308536278E-010  0.1566832390176325E-004  0.2409735251751362E+008  0.3977380661007120E+034  0.5472544590012990E+001  0.1822711401036468E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1851156812486736E+000 -0.1218065453859617E-002 -0.9232080509370741E-003 -0.1099011114223338E-002 -0.7544055130666377E-003 -0.9979639224570245E-010  0.1574484851929497E-004  0.2406445372769317E+008  0.4002005734790585E+034  0.5459452361459655E+001  0.1815721958619483E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1860398987534563E+000 -0.1222707143166225E-002 -0.9259480580769302E-003 -0.1100071893751831E-002 -0.7561939077413534E-003 -0.1005608998666684E-009  0.1589760814838768E-004  0.2399878272304776E+008  0.4051255882357509E+034  0.5433374067386243E+001  0.1801827419285344E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1866538493380108E+000 -0.1225802898538380E-002 -0.9277873083210695E-003 -0.1100769233130440E-002 -0.7573950513346610E-003 -0.1158738289681346E-009  0.1599942798720189E-004  0.2395506714690959E+008  0.4084112836261000E+034  0.5416061492268338E+001  0.1792622413013107E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1872657318323956E+000 -0.1228898114850885E-002 -0.9296355717849363E-003 -0.1101460835702514E-002 -0.7585925370123089E-003 -0.1070139001572079E-009  0.1610105523010730E-004  0.2391141489242987E+008  0.4116969790164489E+034  0.5398793391023506E+001  0.1783460209387394E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1878755796573098E+000 -0.1231992960525902E-002 -0.9314928020340400E-003 -0.1102145689245199E-002 -0.7597880135555001E-003 -0.1238143529771693E-009  0.1620253122456008E-004  0.2386783208342067E+008  0.4149826744067978E+034  0.5381582581239571E+001  0.1774345209435156E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1884834255602775E+000 -0.1235087593848682E-002 -0.9333589966776930E-003 -0.1102822540169609E-002 -0.7609925505432922E-003 -0.1216672348341073E-009  0.1630387023751803E-004  0.2382430683586732E+008  0.4182683697971467E+034  0.5364407668588025E+001  0.1765269526653008E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1896936911491753E+000 -0.1241279235393435E-002 -0.9371195277754792E-003 -0.1104169990452771E-002 -0.7633732857032998E-003 -0.1263831778152591E-009  0.1650621865816992E-004  0.2373743763436383E+008  0.4248421726812895E+034  0.5330237229978026E+001  0.1747258661646765E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1902959405775966E+000 -0.1244375403159049E-002 -0.9390130611449113E-003 -0.1104834183359364E-002 -0.7645713192507867E-003 -0.1397672363063703E-009  0.1660733960413134E-004  0.2369411349136134E+008  0.4281290741233609E+034  0.5313258483887145E+001  0.1738330055604381E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1905963583749208E+000 -0.1245923634677532E-002 -0.9399631535992453E-003 -0.1105158587413026E-002 -0.7651709954736392E-003 -0.1391082808722435E-009  0.1665776182086601E-004  0.2367247024311692E+008  0.4297725248443962E+034  0.5304779201528537E+001  0.1733878975370403E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1908963102556919E+000 -0.1247471986032997E-002 -0.9409154668859393E-003 -0.1105484871989436E-002 -0.7657721634113140E-003 -0.1429395220102398E-009  0.1670817795884303E-004  0.2365083820724406E+008  0.4314159755654313E+034  0.5296304080246825E+001  0.1729435784761196E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1916441617830706E+000 -0.1251343487522934E-002 -0.9433058674776374E-003 -0.1106300631102193E-002 -0.7672597617151156E-003 -0.1374605817180154E-009  0.1683401272542383E-004  0.2359682462266398E+008  0.4355245122358643E+034  0.5275168435214340E+001  0.1718374242632764E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1923891811746462E+000 -0.1255216228983048E-002 -0.9457100121124408E-003 -0.1107105967230359E-002 -0.7687488702423252E-003 -0.1557165687118305E-009  0.1695971357479220E-004  0.2354291625286372E+008  0.4396330489062973E+034  0.5254132856372698E+001  0.1707387573245928E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1931314238443504E+000 -0.1259090496654139E-002 -0.9481278904970077E-003 -0.1107903326559720E-002 -0.7702391867075954E-003 -0.1492100075030041E-009  0.1708523498756960E-004  0.2348909947071600E+008  0.4437415855767303E+034  0.5233172757769939E+001  0.1696466682474798E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1938709439159887E+000 -0.1262966584279364E-002 -0.9505594531985127E-003 -0.1108693575458616E-002 -0.7717196304228874E-003 -0.1618951837958538E-009  0.1721054708105823E-004  0.2343538022708757E+008  0.4478501222471631E+034  0.5212303420612512E+001  0.1685616474068666E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1943131842090340E+000 -0.1265292244775624E-002 -0.9520243301787386E-003 -0.1109162500239389E-002 -0.7726153465419613E-003 -0.1656198824716153E-009  0.1728566722343234E-004  0.2340320476193170E+008  0.4503142074762730E+034  0.5199822885982916E+001  0.1679140125650979E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1947544754371331E+000 -0.1267618716618075E-002 -0.9534941270119431E-003 -0.1109627461799401E-002 -0.7735028368610214E-003 -0.1626956649182117E-009  0.1736061931731888E-004  0.2337105824070243E+008  0.4527782927053831E+034  0.5187363720628839E+001  0.1672685043957001E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1951948286454395E+000 -0.1269946064649492E-002 -0.9549688283406049E-003 -0.1110092704023261E-002 -0.7743922343593898E-003 -0.1720367010774213E-009  0.1743556803477728E-004  0.2333894368099562E+008  0.4552423779344931E+034  0.5174932861170473E+001  0.1666253554222714E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1956342547295123E+000 -0.1272274349481549E-002 -0.9564484357797051E-003 -0.1110552476490644E-002 -0.7752806995124397E-003 -0.1706760843947611E-009  0.1751040320349332E-004  0.2330685878268672E+008  0.4577064631636030E+034  0.5162525950451239E+001  0.1659844068526731E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1962186762916772E+000 -0.1275379985203975E-002 -0.9584286778712008E-003 -0.1111163097195817E-002 -0.7764629582124815E-003 -0.1777197698766263E-009  0.1761008317219348E-004  0.2326413072519122E+008  0.4609915900655943E+034  0.5146026547158763E+001  0.1651334474792831E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1968014941149342E+000 -0.1278487538467893E-002 -0.9604176127991163E-003 -0.1111771432203264E-002 -0.7776413963694326E-003 -0.1761295105730580E-009  0.1770967300007362E-004  0.2322145881283021E+008  0.4642767169675859E+034  0.5129579625343088E+001  0.1642867053174979E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1973825631699865E+000 -0.1281596229061401E-002 -0.9624146511412690E-003 -0.1112369565283264E-002 -0.7788209489771036E-003 -0.1908232412626936E-009  0.1780908006790892E-004  0.2317885283446051E+008  0.4675608836591137E+034  0.5113185657735419E+001  0.1634442572828953E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1979620782244947E+000 -0.1284707090404798E-002 -0.9644203917413078E-003 -0.1112964406985619E-002 -0.7800037638962304E-003 -0.1869223607926366E-009  0.1790837354659467E-004  0.2313629168005994E+008  0.4708450503506416E+034  0.5096821726761782E+001  0.1626052209190505E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1991155437291207E+000 -0.1290930519084201E-002 -0.9684543684756260E-003 -0.1114148264687597E-002 -0.7823375340458006E-003 -0.1924177051768907E-009  0.1810644588513661E-004  0.2305141012562856E+008  0.4774076485829896E+034  0.5064291303989500E+001  0.1609414344041176E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1996900388879797E+000 -0.1294046032885452E-002 -0.9704842980967930E-003 -0.1114729882064029E-002 -0.7835126089573745E-003 -0.2086246668087385E-009  0.1820541896031583E-004  0.2300905106736965E+008  0.4806889476991636E+034  0.5048109891327968E+001  0.1601158904171192E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2002630751817726E+000 -0.1297164247546898E-002 -0.9725228997162454E-003 -0.1115305393480391E-002 -0.7846817147059433E-003 -0.1986857649704220E-009  0.1830416289403532E-004  0.2296673377212393E+008  0.4839702468153377E+034  0.5031957113966514E+001  0.1592936321772969E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2008340186151441E+000 -0.1300281713275416E-002 -0.9745677923966357E-003 -0.1115880565257904E-002 -0.7858431486637246E-003 -0.2110449294399198E-009  0.1840270847714247E-004  0.2292451385269548E+008  0.4872477747158922E+034  0.5015869080297425E+001  0.1584761760781694E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2014035503100301E+000 -0.1303402146397824E-002 -0.9766213171353911E-003 -0.1116448923692769E-002 -0.7870073132418563E-003 -0.2115213902050385E-009  0.1850115522447604E-004  0.2288234127269346E+008  0.4905253026164469E+034  0.4999825397040792E+001  0.1576624959521413E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2019716916026547E+000 -0.1306525668966393E-002 -0.9786834777834597E-003 -0.1117013768435241E-002 -0.7881649683646927E-003 -0.2154929380429564E-009  0.1859946234929613E-004  0.2284021530295427E+008  0.4938028305170017E+034  0.4983825720146811E+001  0.1568525628754930E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2025384634848612E+000 -0.1309652411171275E-002 -0.9807542730811180E-003 -0.1117575141352711E-002 -0.7893230109037086E-003 -0.2209111855668375E-009  0.1869769420507838E-004  0.2279813522561284E+008  0.4970803584175564E+034  0.4967869702910501E+001  0.1560463485230872E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2031030881479564E+000 -0.1312778069619633E-002 -0.9828307630763463E-003 -0.1118130613271503E-002 -0.7904750608262318E-003 -0.2224310120286397E-009  0.1879564780186771E-004  0.2275615971004374E+008  0.5003532524983610E+034  0.4951979421457037E+001  0.1552449553849392E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2036663881118048E+000 -0.1315907187202807E-002 -0.9849158710681400E-003 -0.1118683277979072E-002 -0.7916254137818328E-003 -0.2284649897042236E-009  0.1889351701607272E-004  0.2271422851418005E+008  0.5036261465791653E+034  0.4936131902428681E+001  0.1544472120124526E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2042283833027783E+000 -0.1319039887678849E-002 -0.9870096037864814E-003 -0.1119230977941954E-002 -0.7927727600865820E-003 -0.2303249743654998E-009  0.1899126231504040E-004  0.2267234095022940E+008  0.5068990406599696E+034  0.4920326815946812E+001  0.1536530914352668E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2047890933378995E+000 -0.1322176292853159E-002 -0.9891119660569152E-003 -0.1119775551740973E-002 -0.7939172393754061E-003 -0.2353865572241024E-009  0.1908890979348921E-004  0.2263049634033795E+008  0.5101719347407741E+034  0.4904563841909195E+001  0.1528625672258353E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2053476057887117E+000 -0.1325311285694964E-002 -0.9912194384684599E-003 -0.1120314744333475E-002 -0.7950573242985930E-003 -0.2383689584638088E-009  0.1918628309449824E-004  0.2258876365670277E+008  0.5134393718015785E+034  0.4888868785996058E+001  0.1520769206400720E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2059048755428317E+000 -0.1328450212110705E-002 -0.9933355268184963E-003 -0.1120850485839873E-002 -0.7961941192032229E-003 -0.2422069928635387E-009  0.1928355148991579E-004  0.2254707241484965E+008  0.5167068088623829E+034  0.4873214965256597E+001  0.1512948032393062E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2064609212410997E+000 -0.1331593191483682E-002 -0.9954602397396690E-003 -0.1121382042902359E-002 -0.7973283363658000E-003 -0.2462145167555184E-009  0.1938071268047061E-004  0.2250542196476161E+008  0.5199742459231872E+034  0.4857602074569740E+001  0.1505161898565289E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2070157612459730E+000 -0.1334740342227852E-002 -0.9975935870804365E-003 -0.1121910122337269E-002 -0.7984592547769063E-003 -0.2490659238998695E-009  0.1947776996701075E-004  0.2246381166523692E+008  0.5232416829839918E+034  0.4842029817450317E+001  0.1497410558175506E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2075683569577504E+000 -0.1337885756370932E-002 -0.9997314780478843E-003 -0.1122432942781194E-002 -0.7995850242468075E-003 -0.2538210186868212E-009  0.1957453108806276E-004  0.2242232024676154E+008  0.5265028772884280E+034  0.4826527474623773E+001  0.1489708458258917E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2081197873247407E+000 -0.1341035559151934E-002 -0.1001877992476461E-002 -0.1122952457661828E-002 -0.8007078667073623E-003 -0.2561232708945484E-009  0.1967119512815471E-004  0.2238086752476076E+008  0.5297640715928643E+034  0.4811064904733272E+001  0.1482040497182545E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2086700698141532E+000 -0.1344189865224483E-002 -0.1004033141993570E-002 -0.1123467399477193E-002 -0.8018271063184768E-003 -0.2611759083028381E-009  0.1976773936770100E-004  0.2233945288386043E+008  0.5330252658973003E+034  0.4795641824260473E+001  0.1474406439946344E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2092192216425717E+000 -0.1347348787248053E-002 -0.1006196942870691E-002 -0.1123978544918516E-002 -0.8029447297750195E-003 -0.2646065719434936E-009  0.1986419390057843E-004  0.2229807571650507E+008  0.5362864602017365E+034  0.4780257957306538E+001  0.1466806056030082E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2097660857722272E+000 -0.1350505649046420E-002 -0.1008364741780281E-002 -0.1124484399088081E-002 -0.8040552718945717E-003 -0.2674209348514497E-009  0.1996031757054126E-004  0.2225682400620421E+008  0.5395406613729982E+034  0.4764945824660312E+001  0.1459255286258144E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2103118576100905E+000 -0.1353667327840684E-002 -0.1010541187543383E-002 -0.1124985223569159E-002 -0.8051651853786001E-003 -0.2747927551402022E-009  0.2005634535997812E-004  0.2221560837149909E+008  0.5427948625442596E+034  0.4749672058822582E+001  0.1451737551920244E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2108565535510124E+000 -0.1356833935024485E-002 -0.1012726299057690E-002 -0.1125483213441809E-002 -0.8062702996252854E-003 -0.2726634989836370E-009  0.2015226345530868E-004  0.2217442792053480E+008  0.5460490637155213E+034  0.4734435480680112E+001  0.1444252343901410E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2114001897641778E+000 -0.1360005587956307E-002 -0.1014920080217723E-002 -0.1125978834774641E-002 -0.8073686221916792E-003 -0.2780149329522254E-009  0.2024810081556919E-004  0.2213328532265266E+008  0.5493032648867830E+034  0.4719245510171411E+001  0.1436802506631046E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2116709722653179E+000 -0.1361589571516338E-002 -0.1016017619017894E-002 -0.1126220111634668E-002 -0.8079200256600291E-003 -0.2924396400989295E-009  0.2029584958758054E-004  0.2211277540009668E+008  0.5509265105355904E+034  0.4711681914347535E+001  0.1433098317862806E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2119414970203014E+000 -0.1363174842304056E-002 -0.1017117337278411E-002 -0.1126461247948309E-002 -0.8084748452495353E-003 -0.2878270093437509E-009  0.2034359680098663E-004  0.2209227176321680E+008  0.5525497561843979E+034  0.4704121065713555E+001  0.1429400086466301E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2124817819402631E+000 -0.1366349325936426E-002 -0.1019323286937453E-002 -0.1126947847746790E-002 -0.8095602620419011E-003 -0.2740774246898328E-009  0.2043889381761794E-004  0.2205128920820831E+008  0.5557962474820139E+034  0.4689025853331986E+001  0.1422027196968338E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2130210590582314E+000 -0.1369529148584923E-002 -0.1021537920358854E-002 -0.1127424926207951E-002 -0.8106524336362188E-003 -0.3077909582935917E-009  0.2053415184610151E-004  0.2201034294883222E+008  0.5590427387796298E+034  0.4673977350823500E+001  0.1414689213441943E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2135593435853919E+000 -0.1372714403310105E-002 -0.1023761296603809E-002 -0.1127897635743227E-002 -0.8117462262992398E-003 -0.2860166613088332E-009  0.2062928088615825E-004  0.2196942427898005E+008  0.5622892300772458E+034  0.4658949978738556E+001  0.1407378000724719E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2146302304592108E+000 -0.1379085156707889E-002 -0.1028222681910321E-002 -0.1128835816487109E-002 -0.8138895052416245E-003 -0.3035140943060554E-009  0.2081866636613982E-004  0.2188790146049868E+008  0.5687654242366113E+034  0.4629106975011374E+001  0.1392894973052395E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2151642482423663E+000 -0.1382279070879575E-002 -0.1030466435302957E-002 -0.1129297470765344E-002 -0.8149684098318788E-003 -0.3090718816367364E-009  0.2091335970308384E-004  0.2184719017284710E+008  0.5720035213162939E+034  0.4614251052985494E+001  0.1385703539783187E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2156973370533899E+000 -0.1385478808278302E-002 -0.1032718954951450E-002 -0.1129749432983505E-002 -0.8160337232484841E-003 -0.3057161817441177E-009  0.2100774561226660E-004  0.2180650726255007E+008  0.5752416183959764E+034  0.4599425007768099E+001  0.1378541008264804E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2159627936418871E+000 -0.1387076407442627E-002 -0.1033845348536104E-002 -0.1129972568913137E-002 -0.8165709108578546E-003 -0.3290736025943758E-009  0.2105481631614008E-004  0.2178623279228009E+008  0.5768561432378500E+034  0.4592042624960366E+001  0.1374980143741531E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2164930323306813E+000 -0.1390276073978884E-002 -0.1036104726692533E-002 -0.1130418180512786E-002 -0.8176351671505916E-003 -0.3024879542192307E-009  0.2114876498753972E-004  0.2174570103196774E+008  0.5800851929215997E+034  0.4577288119152637E+001  0.1367876163329028E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2172867298954724E+000 -0.1395086969445272E-002 -0.1039510216825573E-002 -0.1131085424704154E-002 -0.8192030320980913E-003 -0.3212897970442318E-009  0.2128946849896378E-004  0.2168496392606681E+008  0.5849287674472214E+034  0.4555244233002052E+001  0.1357283497381619E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2178147716420769E+000 -0.1398301958904398E-002 -0.1041791525845223E-002 -0.1131516989022907E-002 -0.8202616218662236E-003 -0.3344334555217604E-009  0.2138323308121684E-004  0.2164450928992944E+008  0.5881578171309707E+034  0.4540596950222022E+001  0.1350260700153703E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2183403804771406E+000 -0.1401513575193257E-002 -0.1044074805416500E-002 -0.1131943918371537E-002 -0.8212998761570140E-003 -0.3150098101837862E-009  0.2147644439663341E-004  0.2160420063092471E+008  0.5913771956957745E+034  0.4526018530749546E+001  0.1343285650097153E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2188651523041647E+000 -0.1404731549654472E-002 -0.1046366864440040E-002 -0.1132369887163853E-002 -0.8223317369104323E-003 -0.3365193800290057E-009  0.2156960669689286E-004  0.2156392111141415E+008  0.5945965742605782E+034  0.4511482055901424E+001  0.1336342344703995E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2191272279842312E+000 -0.1406342947779595E-002 -0.1047516198061321E-002 -0.1132576086830528E-002 -0.8228521786382459E-003 -0.3398960951045648E-009  0.2161613141752255E-004  0.2154379104267701E+008  0.5962062635429799E+034  0.4504225574394674E+001  0.1332881355941253E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2193890992583023E+000 -0.1407955961679331E-002 -0.1048667748952220E-002 -0.1132780084847586E-002 -0.8233706704840890E-003 -0.3399807633634300E-009  0.2166257309643520E-004  0.2152366579747344E+008  0.5978159528253819E+034  0.4496971164867308E+001  0.1329425715846001E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2199122357774398E+000 -0.1411186908189649E-002 -0.1050977491456873E-002 -0.1133193688080437E-002 -0.8243936622571437E-003 -0.3274831816526211E-009  0.2175537782300399E-004  0.2148343425536742E+008  0.6010353313901855E+034  0.4482485649578371E+001  0.1322535609967656E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2204329092590645E+000 -0.1414414157688844E-002 -0.1053288674849358E-002 -0.1133595950650470E-002 -0.8254061066870875E-003 -0.3482179515523737E-009  0.2184769864182607E-004  0.2144335833714712E+008  0.6042444436079379E+034  0.4468086666950824E+001  0.1315698329584313E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2209528016339053E+000 -0.1417648082053965E-002 -0.1055608695955380E-002 -0.1133990765544425E-002 -0.8264240461952053E-003 -0.3463903925714932E-009  0.2193995096285416E-004  0.2140330658157913E+008  0.6074535558256905E+034  0.4453717888571960E+001  0.1308888712627191E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2214719251653103E+000 -0.1420888784823249E-002 -0.1057937549800130E-002 -0.1134385866303040E-002 -0.8274130771814664E-003 -0.3264730010285264E-009  0.2203193837979090E-004  0.2136328100277179E+008  0.6106626680434429E+034  0.4439388790376625E+001  0.1302109494389914E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2217312020116216E+000 -0.1422511676262369E-002 -0.1059105284340955E-002 -0.1134551550571358E-002 -0.8279136341274848E-003 -0.4158734295950261E-009  0.2207753655126086E-004  0.2134327696484974E+008  0.6122672241523194E+034  0.4432235463629116E+001  0.1298730158829707E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2219902911861232E+000 -0.1424136238708102E-002 -0.1060275225261286E-002 -0.1134721750382181E-002 -0.8283983493947622E-003 -0.2908380918632117E-009  0.2212300130088226E-004  0.2132327728536493E+008  0.6138717802611955E+034  0.4425084003653159E+001  0.1295355982850818E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2225061669539735E+000 -0.1427379037590444E-002 -0.1062613344660093E-002 -0.1134879307339695E-002 -0.8291833675368635E-003 -0.3853633182689781E-009  0.2220915020673633E-004  0.2128342996051069E+008  0.6170700580429354E+034  0.4410851478170557E+001  0.1288650697986393E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2230213147806105E+000 -0.1430627697507845E-002 -0.1064959512408657E-002 -0.1134974898947007E-002 -0.8300159442381605E-003 -0.3984189043688801E-009  0.2229490953525290E-004  0.2124360441420014E+008  0.6202683358246754E+034  0.4396658266502746E+001  0.1281975081857680E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.2235357462949580E+000 -0.1433057789314047E-002 -0.1066652019787506E-002 -0.7773188798893701E-003 -0.5436297722283560E-003 -0.7639164671984659E-010  0.1561672788048915E-004  0.2120382005148638E+008  0.6234666136064155E+034  0.4382489262972893E+001  0.1275326140743065E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2240494742698934E+000 -0.1430003907488497E-002 -0.1063951241516669E-002  0.1258336310395976E-002  0.1087310728398130E-002 -0.1215649364318935E-008  0.2728527316778828E-004  0.2116413151467001E+008  0.6266648913881556E+034  0.4368341006741814E+001  0.1268706509944864E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2243051660223689E+000 -0.1424156868764472E-002 -0.1059141189130657E-002  0.3029501804062766E-002  0.2505395245336877E-002 -0.1806964053034486E-008  0.1067900281628807E-003  0.2114439616700790E+008  0.6282583421704211E+034  0.4361295386169048E+001  0.1265418323187931E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2245606882064705E+000 -0.1413761833194256E-002 -0.1050691204194131E-002  0.5271513742857026E-002  0.4299222379489360E-002 -0.2529750466115474E-008  0.3000868000082960E-003  0.2112467935476860E+008  0.6298517929526869E+034  0.4354247883929497E+001  0.1262135066501415E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2248159596113032E+000 -0.1397794712249082E-002 -0.1037785634078712E-002  0.7965567003811527E-002  0.6452475350140035E-002 -0.3597897492370448E-008  0.6693401441422336E-003  0.2110499274570600E+008  0.6314447253939653E+034  0.4347204643000177E+001  0.1258859220675657E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2250712310161360E+000 -0.1375261075898019E-002 -0.1019635645546094E-002  0.1108946532779638E-001  0.8945775148913832E-002 -0.4579210911338192E-008  0.1284686862105506E-002  0.2108531886175237E+008  0.6330386945172176E+034  0.4340160173209596E+001  0.1255588081024613E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2253261732246212E+000 -0.1345287011831241E-002 -0.9955531769643194E-003  0.1460565337734562E-001  0.1174706338608288E-001 -0.5687294727297263E-008  0.2217575101673059E-002  0.2106568552708585E+008  0.6346316360373683E+034  0.4333125391221389E+001  0.1252326526165465E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2255811154331065E+000 -0.1307021455506400E-002 -0.9648733619795903E-003  0.1847573746452287E-001  0.1482298041422218E-001 -0.6831783521231051E-008  0.3538066191012254E-002  0.2104606498326183E+008  0.6362255960817484E+034  0.4326089551720143E+001  0.1249069708771200E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2257508618032099E+000 -0.1276607271274561E-002 -0.9405269321755861E-003  0.2122383499876190E-001  0.1700187965944782E-001 -0.7451619752196679E-008  0.4662224916524583E-002  0.2103300720213146E+008  0.6372874516755002E+034  0.4321403605407351E+001  0.1246903595297078E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2259206081733134E+000 -0.1242013736025676E-002 -0.9128709118797093E-003  0.2408772881551275E-001  0.1926732201112787E-001 -0.8032490350547480E-008  0.5998149173150019E-002  0.2101995459164261E+008  0.6383497536478846E+034  0.4316716854516711E+001  0.1244739453153467E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2260903545434169E+000 -0.1203090158059013E-002 -0.8817946899752230E-003  0.2704708405063854E-001  0.2160190058869311E-001 -0.8578261267336697E-008  0.7554369789246358E-002  0.2100690721520999E+008  0.6394124976462794E+034  0.4312029386628361E+001  0.1242577309779897E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2262592578435573E+000 -0.1159945006690997E-002 -0.8473959596611622E-003  0.3006419951684193E-001  0.2397447803118584E-001 -0.9004031504186387E-008  0.9324212246439806E-002  0.2099392988238961E+008  0.6404704006251499E+034  0.4307364522877309E+001  0.1240427900626757E+017 -0.1000000000000000E+001  0.0000000000000000E+000
  0.2264281611436978E+000 -0.1112314299001442E-002 -0.8094770181808561E-003  0.3312923054005681E-001  0.2637580175736921E-001 -0.9304894354613462E-008  0.1131075303017001E-001  0.2098095776089715E+008  0.6415287383086643E+034  0.4302698971996039E+001  0.1238280476586133E+017 -0.1000000000000000E+001  0.0000000000000000E+000
