                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                       24                        1                        0                       38  0.5849229538371401E-001  0.4329291993965541E+000  0.1961364774065551E-003  0.1600162395187027E+001  0.7249458246472751E-003  0.9999977777300482E+000  0.1236853258778374E+002  0.2071413036068853E-015  0.6599173614424944E+002 -0.6026056573320568E-001  0.9371384584507086E-001  0.1912273606623061E+002  0.4627089519446373E+002
                       25                        1                        0                       37  0.7395490514525334E-002  0.4411104705898654E+000  0.1024272678695128E-004  0.1630401433178947E+001  0.3785844487158596E-004  0.9999977777300482E+000  0.7433565134981954E+001  0.4121867992155560E-015  0.3820387146224430E+002 -0.1958086035853930E-002  0.9728922363200659E-001  0.9845130053925040E+001  0.2710176940311721E+002
                       26                        1                        0                       36 -0.4635907467644320E-001  0.4571981385534107E+000 -0.3376585731866097E-004  0.1689863537692577E+001 -0.1248029820993451E-003  0.9999977777300482E+000  0.6318003063140033E+001 -0.3462666846673517E-015  0.3022508749641461E+002  0.4858405678301168E-002  0.1045150689483518E+000  0.5920754093470284E+001  0.2153111025315210E+002
                       27                        1                        0                       35  0.5652943331244546E-001  0.4665555317238541E+000  0.2292604936279397E-003  0.1724449674846630E+001  0.8473764789180081E-003  0.9999977777300482E+000  0.1629386795700619E+002  0.3614428772253455E-015  0.7485432984287817E+002 -0.7311840356927314E-001  0.1088370320910640E+000  0.1217694114575026E+002  0.5287567740241668E+002
                       28                        1                        0                       34 -0.1063536349154586E+000  0.4781468062705319E+000 -0.5113934435616525E-004  0.1767292526905894E+001 -0.1890176404532600E-003  0.9999977777300482E+000  0.5566336560776208E+001  0.5681925312550538E-015  0.2434704021204827E+002  0.5355763466804045E-002  0.1143121841733546E+000  0.2971240904320836E+001  0.1694226056271068E+002
                       29                        1                        0                       33 -0.7467192105917968E-001  0.4949269029370792E+000 -0.4528596889884744E-004  0.1829313937591149E+001 -0.1673828066172285E-003  0.9999977777300482E+000  0.7081946081522267E+001 -0.1280347454069348E-015  0.2891209748965581E+002  0.5028996349398679E-002  0.1224763196254447E+000  0.2072024662782227E+001  0.1936803699390711E+002
                       30                        1                        0                       32 -0.5731981759112911E-001  0.5016586610121717E+000 -0.3621127437409861E-004  0.1854195387353083E+001 -0.1338415602735930E-003  0.9999977777300482E+000  0.7623364481866203E+001 -0.1500583925957395E-015  0.3029156208041537E+002  0.4842475454670916E-002  0.1258307060842628E+000  0.1636261675536043E+001  0.1990414203971853E+002
                       31                        1                        0                       31 -0.7899488617160704E+000  0.5210901883741432E+000 -0.6987212883728537E-004  0.1926016829309447E+001 -0.2582564382188380E-003  0.9999977777300482E+000  0.1515680538780001E+001  0.3210412250799771E-016  0.5582618918925998E+001  0.1160571571476668E-002  0.1357674922099001E+000  0.6232273573154608E-001  0.3434399712390984E+001
                       32                        1                        0                       30 -0.6567188796855363E+000  0.5435939391801837E+000 -0.5085610204751467E-004  0.2009193607038180E+001 -0.1879707401941406E-003  0.9999977777300482E+000  0.2123327630576755E+001  0.8291311687334581E-016  0.7184336726754533E+001  0.1889868277044799E-002  0.1477471853567141E+000 -0.1678002622111846E+000  0.4027251238576823E+001
                       33                        1                        0                       29 -0.4552451168820205E+000  0.5572313552566410E+000 -0.3979385205531293E-004  0.2059599263213562E+001 -0.1470832314089799E-003  0.9999977777300482E+000  0.3103233571889541E+001 -0.1195461199243641E-015  0.9994175874702211E+001  0.1420115317434150E-002  0.1552533916405767E+000 -0.3743676375676269E+000  0.5262021434110150E+001
                       34                        1                        0                       28 -0.8917349981354307E+000  0.5708553744520257E+000 -0.5350782054025986E-004  0.2109955402781297E+001 -0.1977718352014243E-003  0.9999977777300482E+000  0.1191820808733736E+001 -0.6492624452043246E-016  0.3656646318798279E+001  0.8883453253486532E-003  0.1629379292703811E+000 -0.1718491970042001E+000  0.1799889913220523E+001
                       35                        1                        0                       27 -0.9721344964872274E+000  0.5997315966600753E+000 -0.5134136825432128E-004  0.2216685660192420E+001 -0.1897643469475528E-003  0.9999977777300482E+000  0.5287212696448818E+000  0.5019804812187565E-017  0.1470879507160431E+001  0.4731823498075697E-004  0.1798389940162212E+000 -0.8109637434782488E-001  0.6206005575568114E+000
                       36                        1                        0                       26 -0.8818227299763676E+000  0.6313016799009009E+000 -0.3685118589462085E-004  0.2333372776897202E+001 -0.1362067561365977E-003  0.9999977777300482E+000  0.1199973823433094E+001  0.1943646883723047E-016  0.3010392507514390E+001  0.4413081265459503E-003  0.1992709055228505E+000 -0.1441772909286189E+000  0.1050000212701560E+001
                       37                        1                        0                       25 -0.7766055918169635E+000  0.6443373964124161E+000 -0.2795826140921779E-004  0.2381554473546724E+001 -0.1033373554017550E-003  0.9999977777300482E+000  0.1585443769842558E+001  0.1062271516972353E-016  0.3818818768376107E+001  0.3281993228720657E-003  0.2075853402077661E+000 -0.1592682534333263E+000  0.1224250452699510E+001
                       38                        1                        0                       24 -0.9608236988313692E+000  0.6690750418652138E+000 -0.3968452417986214E-004  0.2472988015230240E+001 -0.1466791414208573E-003  0.9999977777300482E+000  0.5054047720836031E+000 -0.4835346019736933E-017  0.1128696225499683E+001  0.1669757107349747E-003  0.2238307058234689E+000 -0.2834168892757992E-001  0.3041541810326532E+000
                       39                        1                        0                       23 -0.9624173432498150E+000  0.7078716853767087E+000 -0.3638036675553432E-004  0.2616385434699991E+001 -0.1344665476167040E-003  0.9999977777300482E+000  0.3623055932048012E+000 -0.4412042825338689E-018  0.7237455616874096E+000  0.2913602966763426E-004  0.2505411614790305E+000  0.5994508256126066E-002  0.1428184912269568E+000
                       40                        1                        0                       22 -0.8770975207211944E+000  0.7472017500805797E+000 -0.2497661696738986E-004  0.2761754447986988E+001 -0.9231681135371720E-004  0.9999977777300482E+000  0.9505031013454148E+000  0.1820132257390592E-017  0.1702056974699997E+001  0.1260549557303343E-003  0.2791552276617398E+000  0.8988288249700543E-001  0.2230151301773733E+000
                       41                        1                        0                       21 -0.7920126035857161E+000  0.7652493717042633E+000 -0.1911475709819319E-004  0.2828460795087245E+001 -0.7065061803245629E-004  0.9999977777300482E+000  0.1228496901967976E+001  0.1596525322183212E-017  0.2097575162048319E+001  0.1088476037992127E-003  0.2928033004468854E+000  0.1560859492082411E+000  0.2170429948990119E+000
                       42                        1                        0                       20 -0.9218090071671563E+000  0.7988690040782300E+000 -0.2814926450816505E-004  0.2952723310851531E+001 -0.1040433275947270E-003  0.9999977777300482E+000  0.4168147097449244E+000 -0.3612981793516446E-018  0.6527310063367293E+000  0.4382721607592669E-004  0.3190958428384718E+000  0.7704280729238676E-001  0.3632711058337965E-001
                       43                        1                        0                       19 -0.9203651182832854E+000  0.8517306325605435E+000 -0.2509684335462905E-004  0.3148106736510158E+001 -0.9276118365301581E-004  0.9999977777300482E+000  0.3247357419573678E+000 -0.2088182956714991E-017  0.4475807741577209E+000  0.2442058303235028E-004  0.3627225352209918E+000  0.8472309195532078E-001 -0.4188976786610411E-002
                       44                        1                        0                       18 -0.8667465408978023E+000  0.9075199548429838E+000 -0.1969425892146332E-004  0.3354311297657255E+001 -0.7279253182998186E-004  0.9999977777300482E+000  0.7654890842221415E+000 -0.4032261823894660E-017  0.9297197534036464E+000  0.5429523966529178E-004  0.4117962342191079E+000  0.2488205506007802E+000 -0.6156681105828736E-001
                       45                        1                        0                       17 -0.6749627418680707E+000  0.9349711108813059E+000 -0.1026970246454873E-004  0.3455774325926455E+001 -0.3795815046995237E-004  0.9999977777300482E+000  0.1433618930623547E+001 -0.1525971264022048E-016  0.1639703039875943E+001  0.1895867793166461E-004  0.4370854890913126E+000  0.5047800374789528E+000 -0.1479492786360195E+000
                       46                        1                        0                       16 -0.8993650495092098E+000  0.9862878375535906E+000 -0.1889913866323293E-004  0.3645447594395153E+001 -0.6985366436933213E-004  0.9999977777300482E+000  0.4799399141896359E+000  0.1720238088197453E-017  0.4935689007798074E+000  0.3245795190875737E-004  0.4863818492530697E+000  0.1874016828515756E+000 -0.6263682607840082E-001
                       47                        1                        0                       15 -0.9202471107001966E+000  0.1064107708794808E+001 -0.1547139811745709E-004  0.3933079917953052E+001 -0.5718429134147069E-004  0.9999977777300482E+000  0.4605108081473810E+000 -0.7885472038533019E-017  0.4065263852440269E+000 -0.2711480757963013E-005  0.5661626079582671E+000  0.1983966766293515E+000 -0.6676261033469777E-001
                       48                        1                        0                       14 -0.8444432487295811E+000  0.1153468468110198E+001 -0.1131371832310704E-004  0.4263368858641641E+001 -0.4181696830707791E-004  0.9999977777300482E+000  0.1144425180793856E+001 -0.1447494176707704E-016  0.8600814750885263E+000  0.9618076617479442E-005  0.6652447534622447E+000  0.5133065941444622E+000 -0.1518204963056059E+000
                       49                        1                        0                       13 -0.5770514293142676E+000  0.1201131719144203E+001 -0.5851600582914572E-005  0.4439538407942732E+001 -0.2162827367035044E-004  0.9999977777300482E+000  0.2003591426236109E+001 -0.1720223107937940E-016  0.1388483840316033E+001 -0.1417506728463195E-004  0.7213587033671556E+000  0.8991281730014251E+000 -0.2348172134020857E+000
                       50                        1                        0                       12 -0.9148263831097864E+000  0.1294046286757421E+001 -0.1077030861036603E-004  0.4782962684399419E+001 -0.3980845562482044E-004  0.9999977777300482E+000  0.7345686656994933E+000 -0.8485519962041082E-018  0.4386706506925023E+000  0.7587193305975342E-005  0.8372778961353338E+000  0.3174185659152087E+000 -0.5424545103120432E-001
                       51                        1                        0                       11 -0.9093694931222308E+000  0.1443121256370736E+001 -0.8506676381092329E-005  0.5333963080702960E+001 -0.3144177771336059E-004  0.9999977777300482E+000  0.8776860233472377E+000  0.1490592365453608E-016  0.4214223483972221E+000  0.3159081430434836E-005  0.1041299480294521E+001  0.3242190905151328E+000  0.1908424564712386E-001
                       52                        1                        0                       10 -0.2890107082815190E+000  0.1593186196979549E+001 -0.2419029724199301E-005  0.5888622538029709E+001 -0.8941047180229023E-005  0.9999977777300482E+000  0.3517287169982535E+001 -0.1926313158010306E-016  0.1385663614969734E+001 -0.1769140653681795E-005  0.1269121129123076E+001  0.9559830089283664E+000  0.4933932423374873E+000
                       53                        1                        0                        9 -0.5606181775548957E+000  0.1677706265851870E+001 -0.4452983912573621E-005  0.6201019659860764E+001 -0.1645880530397373E-004  0.9999977777300482E+000  0.2749041474386087E+001 -0.1302411854496268E-016  0.9766025153620262E+000 -0.1858326288835874E-005  0.1407349157239317E+001  0.5650202978143861E+000  0.5892036779440331E+000
                       54                        1                        0                        8 -0.7798773398690469E+000  0.1919366664313216E+001 -0.4592895457737044E-005  0.7094227793113871E+001 -0.1697593649663776E-004  0.9999977777300482E+000  0.1792696136209614E+001  0.1521004652724548E-016  0.4865647040595075E+000 -0.2242977829075151E-005  0.1841984196038424E+001 -0.2508300647610049E-001  0.8034649335596216E+000
                       55                        1                        0                        7 -0.2052326639724621E+000  0.2248738513582127E+001 -0.1774068756713631E-005  0.8311628809187528E+001 -0.6557187907228860E-005  0.9999977777300482E+000  0.5572126754481760E+001  0.2429970513870093E-016  0.1101876273313608E+001  0.4075282370331214E-007  0.2528412451233777E+001 -0.1918320371410769E+001  0.4493949774951708E+001
                       56                        1                        0                        6  0.2134482011099924E+000  0.2505568601322647E+001  0.1771859583079383E-004  0.9260906078837630E+001  0.6549022515338245E-004  0.9999977777300482E+000  0.2553214674144515E+002 -0.7424035748067188E-016  0.4066947440668814E+001 -0.5963563792219844E-004  0.3138937007966953E+001 -0.1509032316684055E+002  0.2826222420669794E+002
                       57                        1                        0                        5  0.8077479232808792E-001  0.2859401854243235E+001  0.1155659538415758E-004  0.1056871961111825E+002  0.4271467338284626E-004  0.9999977777300482E+000  0.4071784071869579E+002  0.1231763301261508E-015  0.4980088722191869E+001 -0.4020193444293402E-004  0.4088089482024817E+001 -0.3525166373786276E+002  0.6234631656514224E+002
                       58                        1                        0                        4 -0.3832007172191008E-001  0.3109665659413954E+001 -0.4437911533834461E-002  0.1149372704990683E+002 -0.1640309583993657E-001  0.9999977777300482E+000  0.1343012265556306E+004 -0.1531350399897575E-014  0.1388841912634697E+003  0.3964141273539876E+000  0.4835010256669203E+001 -0.1319632229414831E+004  0.2448483832858880E+004
                       59                        1                        1                        4 -0.4554351995822364E+000  0.3701227139631963E+001 -0.1659292742021263E-003  0.1368021490151272E+002 -0.6132960890811027E-003  0.9999977777300482E+000  0.1064314840515182E+003  0.7014839635658534E-015  0.7769318464298859E+001  0.6922239317791875E-003  0.6849541169574111E+001 -0.1015970894898127E+003  0.2528414958469596E+003
                       60                        1                        1                        3 -0.7728375356945084E+000  0.4199089617585455E+001 -0.3560817534043835E-001  0.1552037910458853E+002 -0.1316124281300879E+000  0.9999977777300482E+000  0.1634184577886713E+004  0.4355548852341289E-013  0.9266165603626887E+002  0.1571647974948954E+001  0.8816176808256992E+001 -0.9141830785052078E+003  0.4123545765993335E+004
                       61                        1                        3                        2 -0.7697440748145958E+000  0.5790846659568275E+001 -0.3672219544601256E-001  0.2140371930064213E+002 -0.1357299907313328E+000  0.9999977777300482E+000  0.4507537959886836E+004  0.1215070706200999E-012  0.1344020136276055E+003  0.1704667458304445E+001  0.1676695251731651E+002  0.6069019663282518E+004  0.2945570219829231E+004
                       62                        1                        6                        2 -0.6307105891533036E+000  0.8139486558847427E+001 -0.1362043626273857E+000  0.3008459657087658E+002 -0.5034289658460370E+000  0.9999977777300482E+000  0.7621874405963240E+004 -0.2422300746987970E-012  0.1149491739557631E+003  0.3848145188830606E+001  0.3312562072082891E+002 -0.2421511069343082E+004 -0.1545817035422483E+005
                       63                        2                        0                      106 -0.9397080450733787E+000  0.2736589986092990E+000 -0.8401604182174373E-003  0.1011479103949358E+001 -0.3105341725691072E-002  0.9999977777300482E+000  0.5291922008966746E+000 -0.1956535948081699E-016  0.7066176514050531E+001  0.4339493161879560E-001  0.3744462375992207E-001  0.3582193592492959E+001  0.1914159342811454E+001
                       64                        2                        0                      105 -0.9216348784539539E+000  0.2771932090136471E+000 -0.8519848240142183E-003  0.1024542003364780E+001 -0.3149046261046538E-002  0.9999977777300482E+000  0.6276220413853904E+000  0.3998194983025009E-017  0.8168146692548889E+001  0.5021966356706756E-001  0.3841803756164169E-001  0.4243751919434961E+001  0.2270664356519238E+001
                       65                        2                        0                      103 -0.8977748918965407E+000  0.2811457781797596E+000 -0.8718641759061570E-003  0.1039151210950697E+001 -0.3222522920469162E-002  0.9999977777300482E+000  0.7523072852340237E+000  0.1054867014295793E-016  0.9517490664126454E+001  0.5903890782777779E-001  0.3952147429415129E-001  0.5079507448178351E+001  0.2723905359173691E+001
                       66                        2                        0                      102 -0.8967840307317404E+000  0.2850589632760790E+000 -0.8198438977908136E-003  0.1053614849913522E+001 -0.3030249234740942E-002  0.9999977777300482E+000  0.7499564356749382E+000 -0.6617795551474677E-017  0.9229087160570227E+001  0.5309523464242976E-001  0.4062930627201650E-001  0.5055405751393439E+001  0.2718823432283017E+001
                       67                        2                        0                      101 -0.8772779739092764E+000  0.2885884462904840E+000 -0.8165069215652792E-003  0.1066660276283410E+001 -0.3017915338396745E-002  0.9999977777300482E+000  0.8416901465076527E+000  0.2956327790928583E-016  0.1010617557981046E+002  0.5719604211395528E-001  0.4164164566617791E-001  0.5664657278972742E+001  0.3056282357659740E+001
                       68                        2                        0                       99 -0.9241037132085599E+000  0.2938007858554447E+000 -0.8270599791137186E-003  0.1085925758432503E+001 -0.3056920805957711E-002  0.9999977777300482E+000  0.6672551037193720E+000 -0.4211229801278293E-016  0.7729984147244136E+001  0.4352669718329273E-001  0.4315945088463852E-001  0.4479014477791406E+001  0.2430383936777440E+001
                       69                        2                        0                       98 -0.7453376054090252E+000  0.2981835934088062E+000 -0.8835268575796571E-003  0.1102125182823388E+001 -0.3265629702518016E-002  0.9999977777300482E+000  0.1434603202537788E+001 -0.7606123171810027E-016  0.1613451093990770E+002  0.9562640108102552E-001  0.4445672768909416E-001  0.9607175913962537E+001  0.5242421651280631E+001
                       70                        2                        0                       96 -0.7378400803326217E+000  0.3021410468734427E+000 -0.8619011196115395E-003  0.1116752443409277E+001 -0.3185698173960958E-002  0.9999977777300482E+000  0.1472470047054674E+001  0.1092525455286321E-016  0.1612944219912553E+002  0.9203465357846412E-001  0.4564460610289000E-001  0.9838063503391306E+001  0.5398734768950892E+001
                       71                        2                        0                       95 -0.8384068477597589E+000  0.3062651908085888E+000 -0.7671985635992492E-003  0.1131995813564393E+001 -0.2835665260795974E-002  0.9999977777300482E+000  0.1044196563978445E+001  0.2848612199426875E-016  0.1113221923278831E+002  0.5578000848562715E-001  0.4689918355051074E-001  0.6958681176282969E+001  0.3843144367796020E+001
                       72                        2                        0                       94 -0.7217887799719721E+000  0.3121138654242187E+000 -0.8220038636054054E-003  0.1153613272480680E+001 -0.3038232748156570E-002  0.9999977777300482E+000  0.1564974552477403E+001 -0.4824656888881625E-017  0.1606479028640781E+002  0.8462812277136626E-001  0.4870753249502379E-001  0.1039006412733851E+002  0.5796562148147524E+001
                       73                        2                        0                       92 -0.7913782965096076E+000  0.3162693292104926E+000 -0.7107052217946887E-003  0.1168972404862199E+001 -0.2626858552308515E-002  0.9999977777300482E+000  0.1225369552385537E+001  0.5490307122110106E-016  0.1225037227704148E+002  0.5506346370317690E-001  0.5001314429962762E-001  0.8111737303873257E+001  0.4560620473002234E+001
                       74                        2                        0                       94 -0.5072578459245668E+000  0.3114310128016300E+000 -0.3924548488758691E-002  0.1151089360742584E+001 -0.1450563953309942E-001  0.9999977777300482E+000  0.5446395277374301E+001  0.8429894246928446E-016  0.5612824595438608E+002  0.1414875220169737E+001  0.4849463786732455E-001  0.3624748645674040E+002  0.2022954383453264E+002
                       75                        2                        0                       91 -0.6046419840508352E+000  0.3218839925795017E+000 -0.8144588085637005E-003  0.1189724927901175E+001 -0.3010345247465507E-002  0.9999977777300482E+000  0.2107198650796390E+001  0.1094794542662675E-017  0.2033767463935299E+002  0.1029302615752338E+000  0.5180465233946009E-001  0.1389464032548513E+002  0.7901211174291027E+001
                       76                        2                        0                       88 -0.6452192233634879E+000  0.3321155527847808E+000 -0.6406207686237218E-003  0.1227542099640573E+001 -0.2367817335851541E-002  0.9999977777300482E+000  0.1781659958681930E+001 -0.5105600073661414E-016  0.1615267368128729E+002  0.6232056644999743E-001  0.5515037020077040E-001  0.1165555603710787E+002  0.6780134658206621E+001
                       77                        2                        0                       87 -0.6568933726857320E+000  0.3361837017168897E+000 -0.6811462827404862E-003  0.1242578505011832E+001 -0.2517604885006590E-002  0.9999977777300482E+000  0.1816420632424909E+001 -0.1281969259804883E-016  0.1607165583416216E+002  0.6513213643386763E-001  0.5650974065003524E-001  0.1184491825837721E+002  0.6958239497888188E+001
                       78                        2                        0                       85 -0.6006565389138079E+000  0.3435366438281821E+000 -0.6705619944969330E-003  0.1269755931429078E+001 -0.2478483984751395E-002  0.9999977777300482E+000  0.2082674789705703E+001  0.3918704420307527E-016  0.1764709321020441E+002  0.6889806993976623E-001  0.5900871282636577E-001  0.1349870981305336E+002  0.8079534390804790E+001
                       79                        2                        0                       84 -0.6127841645246549E+000  0.3476069103053116E+000 -0.5833498338938581E-003  0.1284800163521003E+001 -0.2156136543196122E-002  0.9999977777300482E+000  0.1918801794387358E+001 -0.9404846150907448E-016  0.1588007124150396E+002  0.5330464728198597E-001  0.6041528204600250E-001  0.1239210346658342E+002  0.7498314130198821E+001
