                                                                                                                                                                                                                                                                
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11
                        j                        l                     n_pg                      n_p                      n_g                      eta                 Re(freq)                 Im(freq)                      f_T                        H                   L_star
                       46                        1                      -49                        0                       49 -0.9999990431278969E+000  0.3724473361419885E-001 -0.7836453319215793E-003  0.1934995213628371E+002  0.6935850909963139E-003  0.2231040837440136E+038
                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)                    dW_dx                    dE_dx                        T                      M_r                      rho                        P            Re(prop_type)            Im(prop_type)
  0.0000000000000000E+000 -0.5286676573405902E-002  0.5512133889599460E-003 -0.5286676572423006E-002  0.5512133889253677E-003  0.0000000000000000E+000  0.0000000000000000E+000  0.3144428011617867E+008  0.0000000000000000E+000  0.8809858528928345E+001  0.3897496902307036E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1230439216380033E-002 -0.5286743976613973E-002  0.5512249762599893E-003 -0.5286689461859164E-002  0.5512215576543837E-003  0.4074884265651117E-016  0.1615336832378894E-007  0.3144393308720459E+008  0.1554156788989439E+028  0.8809680832282577E+001  0.3897372068094722E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1390349579094589E-002 -0.5286760554878461E-002  0.5512274129464836E-003 -0.5286695966607842E-002  0.5512241515475215E-003  0.1601497955303763E-015  0.2062480355713928E-007  0.3144382864427352E+008  0.2242254627296695E+028  0.8809627854432872E+001  0.3897334508263110E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1550259941809145E-002 -0.5286780221988179E-002  0.5512303988022180E-003 -0.5286704468884402E-002  0.5512275451706415E-003  0.1886561122734912E-015  0.2564187560332503E-007  0.3144370663705524E+008  0.3108313681728273E+028  0.8809564878275756E+001  0.3897290609147664E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1751736435659237E-002 -0.5286809084087540E-002  0.5512348543056854E-003 -0.5286716184408164E-002  0.5512318712250160E-003  0.3286265015854081E-015  0.3273987132591310E-007  0.3144354046079358E+008  0.4484511391965673E+028  0.8809479599835903E+001  0.3897230882699723E+017  0.0000000000000000E+000  0.0000000000000000E+000
  0.1953212929509329E-002 -0.5286842072565489E-002  0.5512399871895764E-003 -0.5286728690158757E-002  0.5512369017940336E-003  0.5378396325533097E-015  0.4070400631811314E-007  0.3144335415775765E+008  0.6216627464998507E+028  0.8809384391867930E+001  0.3897163817095206E+017  0.0000000000000000E+000  0.0000000000000000E+000
