                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17
                        j                        l                      n_p                      n_g                      eta                Re(omega)                Im(omega)                 Re(freq)                 Im(freq)                    x_ref             Re(xi_r_ref)             Im(xi_r_ref)             Re(xi_h_ref)             Im(xi_h_ref)                        H            Re(lag_L_ref)            Im(lag_L_ref)
                        1                        1                        0                      187 -0.9999988388221239E+000  0.3571979001583216E-001 -0.1972408478878883E-003  0.1004132897670068E+001 -0.5544714121801431E-002  0.9999801052020916E+000  0.1290476743681098E+000  0.7613215416781380E-018  0.1011356525057556E+003  0.1116601072709739E+001  0.6379516993875696E-003  0.1717307440909596E+002 -0.5529117177864937E+001
                        2                        1                        0                      170 -0.9999969678270615E+000  0.3929591037768947E-001 -0.1928098184861365E-003  0.1104662606825052E+001 -0.5420151732412519E-002  0.9999801052020916E+000  0.1976823042565183E+000  0.8173215077700309E-017  0.1280189816984921E+003  0.1254987551075135E+001  0.7720842862057011E-003  0.2545558119018616E+002 -0.8106146495094649E+001
                        3                        1                        0                      158 -0.9999957136338566E+000  0.4238382507066716E-001 -0.1915688077967416E-003  0.1191468176707835E+001 -0.5385265198672276E-002  0.9999801052020916E+000  0.2674872157205488E+000  0.2256451784858568E-017  0.1488913011796942E+003  0.1344600495899564E+001  0.8981943138104567E-003  0.3349286777060915E+002 -0.1052517029141837E+002
                        4                        1                        0                      141 -0.9999938192175947E+000  0.4752499404351368E-001 -0.1867038189022176E-003  0.1335993575536543E+001 -0.5248503605347515E-002  0.9999801052020916E+000  0.3952169034212404E+000  0.2794533013252505E-017  0.1749763290231962E+003  0.1376154138836173E+001  0.1129312529418004E-002  0.4725349950515346E+002 -0.1441824645591864E+002
                        5                        1                        0                      130 -0.9999842927000197E+000  0.5167523188377399E-001 -0.1712643446882616E-003  0.1452662524226146E+001 -0.4814478546015131E-002  0.9999801052020916E+000  0.4897238888621944E+000 -0.1364918099609967E-016  0.1833897981833551E+003  0.1213755961435717E+001  0.1335164795120908E-002  0.5638130742275921E+002 -0.1669609943140307E+002
                        6                        1                        0                      113 -0.9999846170238531E+000  0.5944287697452458E-001 -0.1525739012008646E-003  0.1671021813840978E+001 -0.4289064226126348E-002  0.9999801052020916E+000  0.6806959694881787E+000 -0.1106589311272552E-016  0.1926405415445887E+003  0.9864908333199244E+000  0.1766727811504233E-002  0.7278649915438889E+002 -0.2008158972899834E+002
                        7                        1                        0                       93 -0.9987046354391996E+000  0.7224507256040191E-001 -0.1099437740626620E-003  0.2030909308825920E+001 -0.3090672156286249E-002  0.9999801052020916E+000  0.9495070921018642E+000 -0.2088080136677148E-016  0.1819132167634536E+003  0.5529472862542062E+000  0.2609675254628861E-002  0.8843303396149498E+002 -0.2128482020015910E+002
                        8                        1                        0                       76 -0.7227642507214376E+000  0.8865599259565228E-001 -0.5239829574205070E-004  0.2492243059139788E+001 -0.1472988853325228E-002  0.9999801052020916E+000  0.1146737116036998E+001  0.4136022627203019E-017  0.1458858372264766E+003  0.1716829936963521E+000  0.3929942511560166E-002  0.8671623496244352E+002 -0.1867408493948937E+002
                        9                        1                        0                       59 -0.2235399376946897E+000  0.1138011895656968E+000 -0.1639851225903140E-004  0.3199109462464786E+001 -0.4609849504949762E-003  0.9999801052020916E+000  0.1489709370560040E+001  0.5001718910538445E-017  0.1150266941345514E+003  0.3300433483612869E-001  0.6475355373283819E-002  0.8121543335008106E+002 -0.1962810132712850E+002
                       10                        1                        0                       36 -0.1754712239291356E-001  0.1842178196378129E+000 -0.4526423488150588E-006  0.5178618713978728E+001 -0.1272440496213432E-004  0.9999801052020916E+000  0.2227630855900855E+001 -0.1282432513150384E-017  0.6563766584575227E+002 -0.3081944231304040E-004  0.1696810253605487E-001  0.6155399525497674E+002 -0.2268547042239594E+002
                       11                        1                        0                       25 -0.2883786884048131E-001  0.2643460269988472E+000 -0.1369682569149788E-006  0.7431133888532703E+001 -0.3850367895329069E-005  0.9999801052020916E+000  0.2270527719446571E+001  0.6585624068783883E-017  0.3249120569549433E+002 -0.6358752168923669E-004  0.3493941099503775E-001  0.3563905034970809E+002 -0.1406281680050054E+002
